Provinsi,Tahun,Jalur,Tahap,Sekolah,Jurusan,Indikator,Nilai Akhir
Lampung,2018,Reguler,-,SMAN 1 Sukoharjo,IPS,Rata - Rata,491.08
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPA,Terendah,318.5
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPA,Tertinggi,659.0
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPA,Rata - Rata,442.01
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPS,Terendah,250.5
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPS,Tertinggi,675.0
Lampung,2018,Reguler,-,SMAN 1 Adiluwih,IPS,Rata - Rata,443.29
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPA,Terendah,395.0
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPA,Tertinggi,620.5
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPA,Rata - Rata,522.4
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPS,Terendah,399.0
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPS,Tertinggi,598.5
Lampung,2018,Reguler,-,SMAN 1 Pardasuka,IPS,Rata - Rata,508.74
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPA,Terendah,134.0
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPA,Tertinggi,543.0
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPA,Rata - Rata,441.06
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPS,Terendah,341.0
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPS,Tertinggi,488.5
Lampung,2018,Reguler,-,SMA N 1 Way Bungur,IPS,Rata - Rata,426.0
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPA,Terendah,407.5
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPA,Tertinggi,647.5
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPA,Rata - Rata,516.34
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPS,Terendah,485.0
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPS,Tertinggi,618.5
Lampung,2018,Reguler,-,SMAN 1 Bandar Sribhawono,IPS,Rata - Rata,528.2
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPA,Terendah,0.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPA,Tertinggi,0.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPA,Rata - Rata,0.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPS,Terendah,0.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPS,Tertinggi,0.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Pelindung,IPS,Rata - Rata,0.0
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPA,Terendah,546.5
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPA,Tertinggi,661.5
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPA,Rata - Rata,572.46
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPS,Terendah,511.5
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPS,Tertinggi,561.0
Lampung,2018,Reguler,-,SMAN 1 Jabung,IPS,Rata - Rata,541.9
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPA,Terendah,290.5
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPA,Tertinggi,621.0
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPA,Rata - Rata,489.93
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPS,Terendah,296.0
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPS,Tertinggi,621.5
Lampung,2018,Reguler,-,SMAN 1 Labuhan Maringgai,IPS,Rata - Rata,492.91
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPA,Terendah,447.5
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPA,Tertinggi,689.5
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPA,Rata - Rata,542.81
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPS,Terendah,424.5
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPS,Tertinggi,637.0
Lampung,2018,Reguler,-,SMAN 1 Labuhan Ratu,IPS,Rata - Rata,518.09
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPA,Terendah,449.0
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPA,Tertinggi,449.0
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPA,Rata - Rata,449.0
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPS,Terendah,250.5
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPS,Tertinggi,629.5
Lampung,2018,Reguler,-,SMAN 1 Marga Tiga,IPS,Rata - Rata,480.41
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPA,Terendah,178.5
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPA,Tertinggi,627.0
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPA,Rata - Rata,483.39
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPS,Terendah,177.0
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPS,Tertinggi,619.0
Lampung,2018,Reguler,-,SMAN 1 Melinting,IPS,Rata - Rata,479.07
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPA,Terendah,342.0
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPA,Tertinggi,667.0
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPA,Rata - Rata,488.34
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPS,Terendah,265.5
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPS,Tertinggi,608.0
Lampung,2018,Reguler,-,SMAN 1 Pasir Sakti,IPS,Rata - Rata,435.47
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPA,Terendah,243.5
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPA,Tertinggi,628.5
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPA,Rata - Rata,493.87
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPS,Terendah,262.0
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPS,Tertinggi,612.0
Lampung,2018,Reguler,-,SMAN 1 Pekalongan,IPS,Rata - Rata,440.16
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPA,Terendah,510.5
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPA,Tertinggi,688.0
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPA,Rata - Rata,582.61
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPS,Terendah,441.0
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPS,Tertinggi,667.0
Lampung,2018,Reguler,-,SMAN 1 Purbolinggo,IPS,Rata - Rata,529.08
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPA,Terendah,230.5
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPA,Tertinggi,671.5
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPA,Rata - Rata,538.57
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPS,Terendah,341.5
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPS,Tertinggi,617.0
Lampung,2018,Reguler,-,SMAN 1 Raman Utara,IPS,Rata - Rata,504.16
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPA,Terendah,317.0
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPA,Tertinggi,641.5
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPA,Rata - Rata,465.9
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPS,Terendah,284.5
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPS,Tertinggi,553.0
Lampung,2018,Reguler,-,SMAN 1 Sekampung Udik,IPS,Rata - Rata,399.07
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPA,Terendah,403.5
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPA,Tertinggi,647.0
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPA,Rata - Rata,505.78
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPS,Terendah,239.5
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPS,Tertinggi,615.5
Lampung,2018,Reguler,-,SMAN 1 Sukadana,IPS,Rata - Rata,455.0
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPA,Terendah,317.0
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPA,Tertinggi,619.0
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPA,Rata - Rata,476.83
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPS,Terendah,235.0
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPS,Tertinggi,577.5
Lampung,2018,Reguler,-,SMAN 1 Waway Karya,IPS,Rata - Rata,458.6
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPA,Terendah,406.5
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPA,Tertinggi,726.0
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPA,Rata - Rata,546.83
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPS,Terendah,498.5
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPS,Tertinggi,686.0
Lampung,2018,Reguler,-,SMAN 1 Way Jepara,IPS,Rata - Rata,565.34
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPA,Terendah,370.5
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPA,Tertinggi,721.0
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPA,Rata - Rata,543.34
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPS,Terendah,383.5
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPS,Tertinggi,661.5
Lampung,2018,Reguler,-,SMAN 1 Tumijajar,IPS,Rata - Rata,496.84
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPA,Terendah,443.0
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPA,Tertinggi,685.5
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPA,Rata - Rata,534.64
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPS,Terendah,285.0
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPS,Tertinggi,610.0
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,IPS,Rata - Rata,451.57
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,Bahasa,Terendah,316.5
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,Bahasa,Tertinggi,583.0
Lampung,2018,Reguler,-,SMAN 1 Tulang Bawang Tengah,Bahasa,Rata - Rata,440.47
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPA,Terendah,203.5
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPA,Tertinggi,679.27
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPA,Rata - Rata,521.76
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPS,Terendah,371.5
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPS,Tertinggi,594.5
Lampung,2018,Reguler,-,SMAN 1 Kasui,IPS,Rata - Rata,499.94
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPA,Terendah,253.0
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPA,Tertinggi,689.0
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPA,Rata - Rata,466.32
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPS,Terendah,289.0
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPS,Tertinggi,652.0
Lampung,2018,Reguler,-,SMAN 1 Blambangan Umpu,IPS,Rata - Rata,443.16
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPA,Terendah,488.0
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPA,Tertinggi,673.0
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPA,Rata - Rata,556.16
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPS,Terendah,398.0
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPS,Tertinggi,618.5
Lampung,2018,Reguler,-,SMAN 1 Baradatu,IPS,Rata - Rata,492.52
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPA,Terendah,442.0
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPA,Tertinggi,596.5
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPA,Rata - Rata,498.82
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPS,Terendah,119.0
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPS,Tertinggi,559.0
Lampung,2018,Reguler,-,SMAN 1 Banjit,IPS,Rata - Rata,403.84
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPA,Terendah,273.0
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPA,Tertinggi,599.0
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPA,Rata - Rata,519.96
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPS,Terendah,316.0
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPS,Tertinggi,573.5
Lampung,2018,Reguler,-,SMAN 2 Negeri Besar,IPS,Rata - Rata,499.48
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPA,Terendah,346.0
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPA,Tertinggi,512.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPA,Rata - Rata,400.9
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPS,Terendah,231.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPS,Tertinggi,494.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Agung,IPS,Rata - Rata,381.33
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPA,Terendah,202.0
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPA,Tertinggi,604.5
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPA,Rata - Rata,406.15
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPS,Terendah,159.5
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPS,Tertinggi,593.0
Lampung,2018,Reguler,-,SMAN 2 Kasui,IPS,Rata - Rata,459.66
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPA,Terendah,217.5
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPA,Tertinggi,585.0
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPA,Rata - Rata,438.93
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPS,Terendah,270.5
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPS,Tertinggi,598.0
Lampung,2018,Reguler,-,SMAN 2 Buay Bahuga,IPS,Rata - Rata,455.75
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPA,Terendah,222.0
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPA,Tertinggi,648.5
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPA,Rata - Rata,432.04
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPS,Terendah,210.0
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPS,Tertinggi,625.5
Lampung,2018,Reguler,-,SMAN 1 Negara Batin,IPS,Rata - Rata,456.72
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPA,Terendah,356.5
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPA,Tertinggi,545.5
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPA,Rata - Rata,445.52
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPS,Terendah,231.5
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPS,Tertinggi,517.5
Lampung,2018,Reguler,-,SMAN 1 Pakuan Ratu,IPS,Rata - Rata,354.93
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPA,Terendah,425.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPA,Tertinggi,581.0
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPA,Rata - Rata,533.26
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPS,Terendah,483.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPS,Tertinggi,586.5
Lampung,2018,Reguler,-,SMAN 1 Negeri Besar,IPS,Rata - Rata,544.41
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPA,Terendah,256.0
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPA,Tertinggi,663.0
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPA,Rata - Rata,465.03
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPS,Terendah,274.0
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPS,Tertinggi,639.0
Lampung,2018,Reguler,-,SMAN 1 Way Tuba,IPS,Rata - Rata,441.33
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPA,Terendah,133.5
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPA,Tertinggi,233.5
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPA,Rata - Rata,181.02
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPS,Terendah,119.5
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPS,Tertinggi,246.0
Lampung,2018,Reguler,-,SMAN 1 Buay Bahuga,IPS,Rata - Rata,170.74
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPA,Terendah,250.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPA,Tertinggi,543.5
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPA,Rata - Rata,409.52
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPS,Terendah,238.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPS,Tertinggi,512.0
Lampung,2018,Reguler,-,SMAN 1 Gunung Labuhan,IPS,Rata - Rata,390.58
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPA,Terendah,256.5
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPA,Tertinggi,615.5
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPA,Rata - Rata,460.25
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPS,Terendah,223.5
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPS,Tertinggi,640.5
Lampung,2018,Reguler,-,SMAN 2 Gunung Labuhan,IPS,Rata - Rata,453.97
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPA,Terendah,0.0
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPA,Tertinggi,0.0
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPA,Rata - Rata,0.0
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPS,Terendah,0.0
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPS,Tertinggi,0.0
Lampung,2018,Reguler,-,SMAN 1 Bumi Agung,IPS,Rata - Rata,0.0
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPA,Terendah,172.5
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPA,Tertinggi,392.5
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPA,Rata - Rata,275.93
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPS,Terendah,134.5
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPS,Tertinggi,384.5
Lampung,2018,Reguler,-,SMAN 1 Rebang Tangkas,IPS,Rata - Rata,239.59
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPA,Terendah,524.0
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPA,Tertinggi,625.5
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPA,Rata - Rata,559.69
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPS,Terendah,184.0
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPS,Tertinggi,575.5
Lampung,2018,Reguler,-,SMAN 2 Negeri Agung,IPS,Rata - Rata,479.34
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPA,Terendah,576.5
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPA,Tertinggi,707.0
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPA,Rata - Rata,612.68
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPS,Terendah,535.0
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPS,Tertinggi,645.0
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,IPS,Rata - Rata,572.53
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,Bahasa,Terendah,426.0
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,Bahasa,Tertinggi,611.5
Lampung,2018,Reguler,-,SMAN 1 Kota Agung,Bahasa,Rata - Rata,528.94
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPA,Terendah,489.0
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPA,Tertinggi,626.0
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPA,Rata - Rata,542.73
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPS,Terendah,469.5
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPS,Tertinggi,599.5
Lampung,2018,Reguler,-,SMAN 2 Kota Agung,IPS,Rata - Rata,519.91
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPA,Terendah,535.5
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPA,Tertinggi,698.5
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPA,Rata - Rata,581.11
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPS,Terendah,459.0
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPS,Tertinggi,639.0
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,IPS,Rata - Rata,530.69
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,Bahasa,Terendah,272.5
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,Bahasa,Tertinggi,591.0
Lampung,2018,Reguler,-,SMAN 1 Sumberejo,Bahasa,Rata - Rata,475.88
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPA,Terendah,512.5
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPA,Tertinggi,685.5
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPA,Rata - Rata,573.65
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPS,Terendah,267.0
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPS,Tertinggi,643.0
Lampung,2018,Reguler,-,SMAN 1 Talang Padang,IPS,Rata - Rata,478.55
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPA,Terendah,350.5
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPA,Tertinggi,694.5
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPA,Rata - Rata,525.91
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPS,Terendah,339.5
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPS,Tertinggi,689.5
Lampung,2018,Reguler,-,SMAN 1 Pulau Panggung,IPS,Rata - Rata,504.61
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPA,Terendah,517.5
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPA,Tertinggi,701.0
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPA,Rata - Rata,567.92
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPS,Terendah,484.0
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPS,Tertinggi,699.0
Lampung,2018,Reguler,-,SMAN 1 Air Naningan,IPS,Rata - Rata,549.13
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPA,Terendah,422.5
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPA,Tertinggi,648.5
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPA,Rata - Rata,510.17
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPS,Terendah,382.0
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPS,Tertinggi,604.0
Lampung,2018,Reguler,-,SMAN 1 Pesisir Tengah,IPS,Rata - Rata,482.22
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPA,Terendah,276.5
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPA,Tertinggi,674.0
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPA,Rata - Rata,430.47
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPS,Terendah,237.0
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPS,Tertinggi,601.0
Lampung,2018,Reguler,-,SMAN 1 Pesisir Selatan,IPS,Rata - Rata,426.22
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPA,Terendah,369.5
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPA,Tertinggi,622.5
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPA,Rata - Rata,489.26
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPS,Terendah,279.5
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPS,Tertinggi,697.0
Lampung,2018,Reguler,-,SMAN 1 Ngambur,IPS,Rata - Rata,487.8
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPA,Terendah,460.0
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPA,Tertinggi,602.0
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPA,Rata - Rata,529.54
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPS,Terendah,259.0
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPS,Tertinggi,599.0
Lampung,2018,Reguler,-,SMAN 1 Bangkunat Belimbing,IPS,Rata - Rata,491.39
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPA,Terendah,295.0
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPA,Tertinggi,621.5
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPA,Rata - Rata,444.44
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPS,Terendah,354.5
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPS,Tertinggi,581.5
Lampung,2018,Reguler,-,SMAN 1 Karya Penggawa,IPS,Rata - Rata,462.89
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPA,Terendah,209.0
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPA,Tertinggi,639.5
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPA,Rata - Rata,450.07
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPS,Terendah,219.0
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPS,Tertinggi,688.0
Lampung,2018,Reguler,-,SMAN 1 Bengkunat,IPS,Rata - Rata,422.73
Lampung,2018,Reguler,-,SMAN 1 Pesisir Utara,IPA,Terendah,421.5
