Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Indikator,Nilai UN,Jumlah Nilai UN
Jakarta,2018,Luar,-,SMAN 27,IPA,Tertinggi,75.63,-
Jakarta,2018,Luar,-,SMAN 27,IPA,Rata - Rata,74.08,-
Jakarta,2018,Luar,-,SMAN 27,IPS,Terendah,71.5,-
Jakarta,2018,Luar,-,SMAN 27,IPS,Tertinggi,74.63,-
Jakarta,2018,Luar,-,SMAN 27,IPS,Rata - Rata,72.86,-
Jakarta,2018,Luar,-,SMAN 28,IPA,Terendah,92.88,-
Jakarta,2018,Luar,-,SMAN 28,IPA,Tertinggi,94.5,-
Jakarta,2018,Luar,-,SMAN 28,IPA,Rata - Rata,93.43,-
Jakarta,2018,Luar,-,SMAN 28,IPS,Terendah,91.38,-
Jakarta,2018,Luar,-,SMAN 28,IPS,Tertinggi,92,-
Jakarta,2018,Luar,-,SMAN 28,IPS,Rata - Rata,91.63,-
Jakarta,2018,Luar,-,SMAN 29,IPA,Terendah,86.38,-
Jakarta,2018,Luar,-,SMAN 29,IPA,Tertinggi,88.13,-
Jakarta,2018,Luar,-,SMAN 29,IPA,Rata - Rata,87.23,-
Jakarta,2018,Luar,-,SMAN 29,IPS,Terendah,83,-
Jakarta,2018,Luar,-,SMAN 29,IPS,Tertinggi,86.13,-
Jakarta,2018,Luar,-,SMAN 29,IPS,Rata - Rata,84.25,-
Jakarta,2018,Luar,-,SMAN 30,IPA,Terendah,78.5,-
Jakarta,2018,Luar,-,SMAN 30,IPA,Tertinggi,85.75,-
Jakarta,2018,Luar,-,SMAN 30,IPA,Rata - Rata,81.52,-
Jakarta,2018,Luar,-,SMAN 30,IPS,Terendah,74.38,-
Jakarta,2018,Luar,-,SMAN 30,IPS,Tertinggi,75.38,-
Jakarta,2018,Luar,-,SMAN 30,IPS,Rata - Rata,74.84,-
Jakarta,2018,Luar,-,SMAN 31,IPA,Terendah,80.5,-
Jakarta,2018,Luar,-,SMAN 31,IPA,Tertinggi,86.38,-
Jakarta,2018,Luar,-,SMAN 31,IPA,Rata - Rata,83.11,-
Jakarta,2018,Luar,-,SMAN 31,IPS,Terendah,76.13,-
Jakarta,2018,Luar,-,SMAN 31,IPS,Tertinggi,79.75,-
Jakarta,2018,Luar,-,SMAN 31,IPS,Rata - Rata,77.78,-
Jakarta,2018,Luar,-,SMAN 31,BAHASA,Terendah,74.88,-
Jakarta,2018,Luar,-,SMAN 31,BAHASA,Tertinggi,77.63,-
Jakarta,2018,Luar,-,SMAN 31,BAHASA,Rata - Rata,76.25,-
Jakarta,2018,Luar,-,SMAN 32,IPA,Terendah,82.75,-
Jakarta,2018,Luar,-,SMAN 32,IPA,Tertinggi,87.88,-
Jakarta,2018,Luar,-,SMAN 32,IPA,Rata - Rata,84.59,-
Jakarta,2018,Luar,-,SMAN 32,IPS,Terendah,80.25,-
Jakarta,2018,Luar,-,SMAN 32,IPS,Tertinggi,82,-
Jakarta,2018,Luar,-,SMAN 32,IPS,Rata - Rata,81.02,-
Jakarta,2018,Luar,-,SMAN 33,IPA,Terendah,86.63,-
Jakarta,2018,Luar,-,SMAN 33,IPA,Tertinggi,92.38,-
Jakarta,2018,Luar,-,SMAN 33,IPA,Rata - Rata,88.33,-
Jakarta,2018,Luar,-,SMAN 33,IPS,Terendah,79.63,-
Jakarta,2018,Luar,-,SMAN 33,IPS,Tertinggi,86.13,-
Jakarta,2018,Luar,-,SMAN 33,IPS,Rata - Rata,82.95,-
Jakarta,2018,Luar,-,SMAN 33,BAHASA,Terendah,73.38,-
Jakarta,2018,Luar,-,SMAN 33,BAHASA,Tertinggi,73.63,-
Jakarta,2018,Luar,-,SMAN 33,BAHASA,Rata - Rata,73.5,-
Jakarta,2018,Luar,-,SMAN 34,IPA,Terendah,92.13,-
Jakarta,2018,Luar,-,SMAN 34,IPA,Tertinggi,93,-
Jakarta,2018,Luar,-,SMAN 34,IPA,Rata - Rata,92.61,-
Jakarta,2018,Luar,-,SMAN 34,IPS,Terendah,89.63,-
Jakarta,2018,Luar,-,SMAN 34,IPS,Tertinggi,91.13,-
Jakarta,2018,Luar,-,SMAN 34,IPS,Rata - Rata,90.38,-
Jakarta,2018,Luar,-,SMAN 35,IPA,Terendah,77.38,-
Jakarta,2018,Luar,-,SMAN 35,IPA,Tertinggi,80.75,-
Jakarta,2018,Luar,-,SMAN 35,IPA,Rata - Rata,78.55,-
Jakarta,2018,Luar,-,SMAN 35,IPS,Terendah,74.5,-
Jakarta,2018,Luar,-,SMAN 35,IPS,Tertinggi,75.75,-
Jakarta,2018,Luar,-,SMAN 35,IPS,Rata - Rata,75.03,-
Jakarta,2018,Luar,-,SMAN 35,BAHASA,Terendah,76.5,-
Jakarta,2018,Luar,-,SMAN 35,BAHASA,Tertinggi,77.88,-
Jakarta,2018,Luar,-,SMAN 35,BAHASA,Rata - Rata,77.19,-
Jakarta,2018,Luar,-,SMAN 36,IPA,Terendah,78.88,-
Jakarta,2018,Luar,-,SMAN 36,IPA,Tertinggi,81.25,-
Jakarta,2018,Luar,-,SMAN 36,IPA,Rata - Rata,80.16,-
Jakarta,2018,Luar,-,SMAN 36,IPS,Terendah,75.63,-
Jakarta,2018,Luar,-,SMAN 36,IPS,Tertinggi,79,-
Jakarta,2018,Luar,-,SMAN 36,IPS,Rata - Rata,76.95,-
Jakarta,2018,Luar,-,SMAN 37,IPA,Terendah,79.88,-
Jakarta,2018,Luar,-,SMAN 37,IPA,Tertinggi,84.13,-
Jakarta,2018,Luar,-,SMAN 37,IPA,Rata - Rata,81.79,-
Jakarta,2018,Luar,-,SMAN 37,IPS,Terendah,78.25,-
Jakarta,2018,Luar,-,SMAN 37,IPS,Tertinggi,79.5,-
Jakarta,2018,Luar,-,SMAN 37,IPS,Rata - Rata,78.63,-
Jakarta,2018,Luar,-,SMAN 38,IPA,Terendah,91.13,-
Jakarta,2018,Luar,-,SMAN 38,IPA,Tertinggi,92.25,-
Jakarta,2018,Luar,-,SMAN 38,IPA,Rata - Rata,91.73,-
Jakarta,2018,Luar,-,SMAN 38,IPS,Terendah,89.25,-
Jakarta,2018,Luar,-,SMAN 38,IPS,Tertinggi,90.5,-
Jakarta,2018,Luar,-,SMAN 38,IPS,Rata - Rata,89.73,-
Jakarta,2018,Luar,-,SMAN 39,IPA,Terendah,91.63,-
Jakarta,2018,Luar,-,SMAN 39,IPA,Tertinggi,93.88,-
Jakarta,2018,Luar,-,SMAN 39,IPA,Rata - Rata,92.47,-
Jakarta,2018,Luar,-,SMAN 39,IPS,Terendah,89.25,-
Jakarta,2018,Luar,-,SMAN 39,IPS,Tertinggi,90.63,-
Jakarta,2018,Luar,-,SMAN 39,IPS,Rata - Rata,89.83,-
Jakarta,2018,Luar,-,SMAN 40,IPA,Terendah,70.13,-
Jakarta,2018,Luar,-,SMAN 40,IPA,Tertinggi,71.88,-
Jakarta,2018,Luar,-,SMAN 40,IPA,Rata - Rata,70.75,-
Jakarta,2018,Luar,-,SMAN 40,IPS,Terendah,64.88,-
Jakarta,2018,Luar,-,SMAN 40,IPS,Tertinggi,72.88,-
Jakarta,2018,Luar,-,SMAN 40,IPS,Rata - Rata,67.57,-
Jakarta,2018,Luar,-,SMAN 41,IPA,Terendah,67.38,-
Jakarta,2018,Luar,-,SMAN 41,IPA,Tertinggi,69.5,-
Jakarta,2018,Luar,-,SMAN 41,IPA,Rata - Rata,68.03,-
Jakarta,2018,Luar,-,SMAN 41,IPS,Terendah,64.75,-
Jakarta,2018,Luar,-,SMAN 41,IPS,Tertinggi,67.38,-
Jakarta,2018,Luar,-,SMAN 41,IPS,Rata - Rata,66.08,-
Jakarta,2018,Luar,-,SMAN 42,IPA,Terendah,85.25,-
Jakarta,2018,Luar,-,SMAN 42,IPA,Tertinggi,88.88,-
Jakarta,2018,Luar,-,SMAN 42,IPA,Rata - Rata,86.86,-
Jakarta,2018,Luar,-,SMAN 42,IPS,Terendah,81.38,-
Jakarta,2018,Luar,-,SMAN 42,IPS,Tertinggi,83.13,-
Jakarta,2018,Luar,-,SMAN 42,IPS,Rata - Rata,82,-
Jakarta,2018,Luar,-,SMAN 43,IPA,Terendah,80,-
Jakarta,2018,Luar,-,SMAN 43,IPA,Tertinggi,84.13,-
Jakarta,2018,Luar,-,SMAN 43,IPA,Rata - Rata,81.05,-
Jakarta,2018,Luar,-,SMAN 43,IPS,Terendah,77,-
Jakarta,2018,Luar,-,SMAN 43,IPS,Tertinggi,82.25,-
Jakarta,2018,Luar,-,SMAN 43,IPS,Rata - Rata,79.03,-
Jakarta,2018,Luar,-,SMAN 44,IPA,Terendah,87,-
Jakarta,2018,Luar,-,SMAN 44,IPA,Tertinggi,88.63,-
Jakarta,2018,Luar,-,SMAN 44,IPA,Rata - Rata,87.88,-
Jakarta,2018,Luar,-,SMAN 44,IPS,Terendah,82.88,-
Jakarta,2018,Luar,-,SMAN 44,IPS,Tertinggi,86,-
Jakarta,2018,Luar,-,SMAN 44,IPS,Rata - Rata,84.43,-
Jakarta,2018,Luar,-,SMAN 45,IPA,Terendah,72.38,-
Jakarta,2018,Luar,-,SMAN 45,IPA,Tertinggi,77.63,-
Jakarta,2018,Luar,-,SMAN 45,IPA,Rata - Rata,74.27,-
Jakarta,2018,Luar,-,SMAN 45,IPS,Terendah,69.25,-
Jakarta,2018,Luar,-,SMAN 45,IPS,Tertinggi,74,-
Jakarta,2018,Luar,-,SMAN 45,IPS,Rata - Rata,71.43,-
Jakarta,2018,Luar,-,SMAN 46,IPA,Terendah,85.63,-
Jakarta,2018,Luar,-,SMAN 46,IPA,Tertinggi,88.25,-
Jakarta,2018,Luar,-,SMAN 46,IPA,Rata - Rata,86.86,-
Jakarta,2018,Luar,-,SMAN 46,IPS,Terendah,80.25,-
Jakarta,2018,Luar,-,SMAN 46,IPS,Tertinggi,82.75,-
Jakarta,2018,Luar,-,SMAN 46,IPS,Rata - Rata,80.78,-
Jakarta,2018,Luar,-,SMAN 47,IPA,Terendah,91.63,-
Jakarta,2018,Luar,-,SMAN 47,IPA,Tertinggi,92.63,-
Jakarta,2018,Luar,-,SMAN 47,IPA,Rata - Rata,92.11,-
Jakarta,2018,Luar,-,SMAN 47,IPS,Terendah,88.5,-
Jakarta,2018,Luar,-,SMAN 47,IPS,Tertinggi,89.38,-
Jakarta,2018,Luar,-,SMAN 47,IPS,Rata - Rata,88.95,-
Jakarta,2018,Luar,-,SMAN 48,IPA,Terendah,90.88,-
Jakarta,2018,Luar,-,SMAN 48,IPA,Tertinggi,91.88,-
Jakarta,2018,Luar,-,SMAN 48,IPA,Rata - Rata,91.23,-
Jakarta,2018,Luar,-,SMAN 48,IPS,Terendah,85.88,-
Jakarta,2018,Luar,-,SMAN 48,IPS,Tertinggi,87.25,-
Jakarta,2018,Luar,-,SMAN 48,IPS,Rata - Rata,86.4,-
Jakarta,2018,Luar,-,SMAN 49,IPA,Terendah,89.25,-
Jakarta,2018,Luar,-,SMAN 49,IPA,Tertinggi,91.38,-
Jakarta,2018,Luar,-,SMAN 49,IPA,Rata - Rata,90.45,-
Jakarta,2018,Luar,-,SMAN 49,IPS,Terendah,88.13,-
Jakarta,2018,Luar,-,SMAN 49,IPS,Tertinggi,90.5,-
Jakarta,2018,Luar,-,SMAN 49,IPS,Rata - Rata,89.04,-
Jakarta,2018,Luar,-,SMAN 50,IPA,Terendah,81.38,-
Jakarta,2018,Luar,-,SMAN 50,IPA,Tertinggi,83.63,-
Jakarta,2018,Luar,-,SMAN 50,IPA,Rata - Rata,82.4,-
Jakarta,2018,Luar,-,SMAN 50,IPS,Terendah,77.88,-
Jakarta,2018,Luar,-,SMAN 50,IPS,Tertinggi,82.25,-
Jakarta,2018,Luar,-,SMAN 50,IPS,Rata - Rata,79.09,-
Jakarta,2018,Luar,-,SMAN 51,IPA,Terendah,83.38,-
Jakarta,2018,Luar,-,SMAN 51,IPA,Tertinggi,84.63,-
Jakarta,2018,Luar,-,SMAN 51,IPA,Rata - Rata,83.96,-
Jakarta,2018,Luar,-,SMAN 51,IPS,Terendah,80.13,-
Jakarta,2018,Luar,-,SMAN 51,IPS,Tertinggi,81,-
Jakarta,2018,Luar,-,SMAN 51,IPS,Rata - Rata,80.44,-
Jakarta,2018,Luar,-,SMAN 52,IPA,Terendah,73.63,-
Jakarta,2018,Luar,-,SMAN 52,IPA,Tertinggi,79.13,-
Jakarta,2018,Luar,-,SMAN 52,IPA,Rata - Rata,75.63,-
Jakarta,2018,Luar,-,SMAN 52,IPS,Terendah,68.13,-
Jakarta,2018,Luar,-,SMAN 52,IPS,Tertinggi,76.25,-
Jakarta,2018,Luar,-,SMAN 52,IPS,Rata - Rata,71.55,-
Jakarta,2018,Luar,-,SMAN 53,IPA,Terendah,82.88,-
Jakarta,2018,Luar,-,SMAN 53,IPA,Tertinggi,84.88,-
Jakarta,2018,Luar,-,SMAN 53,IPA,Rata - Rata,83.66,-
Jakarta,2018,Luar,-,SMAN 53,IPS,Terendah,77,-
Jakarta,2018,Luar,-,SMAN 53,IPS,Tertinggi,82.25,-
Jakarta,2018,Luar,-,SMAN 53,IPS,Rata - Rata,79.4,-
Jakarta,2018,Luar,-,SMAN 54,IPA,Terendah,85.75,-
Jakarta,2018,Luar,-,SMAN 54,IPA,Tertinggi,89.75,-
Jakarta,2018,Luar,-,SMAN 54,IPA,Rata - Rata,86.75,-
Jakarta,2018,Luar,-,SMAN 54,IPS,Terendah,77.25,-
Jakarta,2018,Luar,-,SMAN 54,IPS,Tertinggi,78.88,-
Jakarta,2018,Luar,-,SMAN 54,IPS,Rata - Rata,78.02,-
Jakarta,2018,Luar,-,SMAN 55,IPA,Terendah,84.88,-
Jakarta,2018,Luar,-,SMAN 55,IPA,Tertinggi,87.75,-
Jakarta,2018,Luar,-,SMAN 55,IPA,Rata - Rata,86.2,-
Jakarta,2018,Luar,-,SMAN 55,IPS,Terendah,80.5,-
Jakarta,2018,Luar,-,SMAN 55,IPS,Tertinggi,84.5,-
Jakarta,2018,Luar,-,SMAN 55,IPS,Rata - Rata,82.8,-
Jakarta,2018,Luar,-,SMAN 56,IPA,Terendah,73.75,-
Jakarta,2018,Luar,-,SMAN 56,IPA,Tertinggi,79.88,-
Jakarta,2018,Luar,-,SMAN 56,IPA,Rata - Rata,76.63,-
Jakarta,2018,Luar,-,SMAN 56,IPS,Terendah,70.5,-
Jakarta,2018,Luar,-,SMAN 56,IPS,Tertinggi,72.63,-
Jakarta,2018,Luar,-,SMAN 56,IPS,Rata - Rata,71.73,-
Jakarta,2018,Luar,-,SMAN 56,BAHASA,Terendah,68.63,-
Jakarta,2018,Luar,-,SMAN 56,BAHASA,Tertinggi,70.13,-
Jakarta,2018,Luar,-,SMAN 56,BAHASA,Rata - Rata,69.38,-
Jakarta,2018,Luar,-,SMAN 57,IPA,Terendah,79.38,-
Jakarta,2018,Luar,-,SMAN 57,IPA,Tertinggi,81.63,-
Jakarta,2018,Luar,-,SMAN 57,IPA,Rata - Rata,80.2,-
Jakarta,2018,Luar,-,SMAN 57,IPS,Terendah,74.88,-
Jakarta,2018,Luar,-,SMAN 57,IPS,Tertinggi,79.38,-
Jakarta,2018,Luar,-,SMAN 57,IPS,Rata - Rata,77.73,-
Jakarta,2018,Luar,-,SMAN 58,IPA,Terendah,88.13,-
Jakarta,2018,Luar,-,SMAN 58,IPA,Tertinggi,90.38,-
Jakarta,2018,Luar,-,SMAN 58,IPA,Rata - Rata,89.09,-
Jakarta,2018,Luar,-,SMAN 58,IPS,Terendah,83.25,-
Jakarta,2018,Luar,-,SMAN 58,IPS,Tertinggi,86.75,-
Jakarta,2018,Luar,-,SMAN 58,IPS,Rata - Rata,84.5,-
Jakarta,2018,Luar,-,SMAN 59,IPA,Terendah,84,-
Jakarta,2018,Luar,-,SMAN 59,IPA,Tertinggi,85.25,-
Jakarta,2018,Luar,-,SMAN 59,IPA,Rata - Rata,84.68,-
Jakarta,2018,Luar,-,SMAN 59,IPS,Terendah,79,-
Jakarta,2018,Luar,-,SMAN 59,IPS,Tertinggi,81.13,-
Jakarta,2018,Luar,-,SMAN 59,IPS,Rata - Rata,79.98,-
Jakarta,2018,Luar,-,SMAN 60,IPA,Terendah,82.63,-
Jakarta,2018,Luar,-,SMAN 60,IPA,Tertinggi,87.5,-
Jakarta,2018,Luar,-,SMAN 60,IPA,Rata - Rata,83.95,-
Jakarta,2018,Luar,-,SMAN 60,IPS,Terendah,80,-
Jakarta,2018,Luar,-,SMAN 60,IPS,Tertinggi,83,-
Jakarta,2018,Luar,-,SMAN 60,IPS,Rata - Rata,81.08,-
Jakarta,2018,Luar,-,SMAN 61,IPA,Terendah,91.38,-
Jakarta,2018,Luar,-,SMAN 61,IPA,Tertinggi,92.5,-
Jakarta,2018,Luar,-,SMAN 61,IPA,Rata - Rata,92,-
Jakarta,2018,Luar,-,SMAN 61,IPS,Terendah,89.75,-
Jakarta,2018,Luar,-,SMAN 61,IPS,Tertinggi,90.75,-
Jakarta,2018,Luar,-,SMAN 61,IPS,Rata - Rata,90.13,-
Jakarta,2018,Luar,-,SMAN 62,IPA,Terendah,87,-
Jakarta,2018,Luar,-,SMAN 62,IPA,Tertinggi,88.38,-
Jakarta,2018,Luar,-,SMAN 62,IPA,Rata - Rata,87.53,-
Jakarta,2018,Luar,-,SMAN 62,IPS,Terendah,82,-
Jakarta,2018,Luar,-,SMAN 62,IPS,Tertinggi,84,-
Jakarta,2018,Luar,-,SMAN 62,IPS,Rata - Rata,83.43,-
Jakarta,2018,Luar,-,SMAN 63,IPA,Terendah,88,-
Jakarta,2018,Luar,-,SMAN 63,IPA,Tertinggi,89.63,-
Jakarta,2018,Luar,-,SMAN 63,IPA,Rata - Rata,88.68,-
Jakarta,2018,Luar,-,SMAN 63,IPS,Terendah,83,-
Jakarta,2018,Luar,-,SMAN 63,IPS,Tertinggi,84.88,-
Jakarta,2018,Luar,-,SMAN 63,IPS,Rata - Rata,84.05,-
Jakarta,2018,Luar,-,SMAN 64,IPA,Terendah,86.38,-
Jakarta,2018,Luar,-,SMAN 64,IPA,Tertinggi,86.88,-
Jakarta,2018,Luar,-,SMAN 64,IPA,Rata - Rata,86.63,-
Jakarta,2018,Luar,-,SMAN 64,IPS,Terendah,81.25,-
Jakarta,2018,Luar,-,SMAN 64,IPS,Tertinggi,82.13,-
Jakarta,2018,Luar,-,SMAN 64,IPS,Rata - Rata,81.7,-
Jakarta,2018,Luar,-,SMAN 65,IPA,Terendah,87,-
Jakarta,2018,Luar,-,SMAN 65,IPA,Tertinggi,89.38,-
Jakarta,2018,Luar,-,SMAN 65,IPA,Rata - Rata,87.89,-
Jakarta,2018,Luar,-,SMAN 65,IPS,Terendah,84.5,-
Jakarta,2018,Luar,-,SMAN 65,IPS,Tertinggi,85,-
Jakarta,2018,Luar,-,SMAN 65,IPS,Rata - Rata,84.79,-
Jakarta,2018,Luar,-,SMAN 66,IPA,Terendah,89,-
Jakarta,2018,Luar,-,SMAN 66,IPA,Tertinggi,94,-
Jakarta,2018,Luar,-,SMAN 66,IPA,Rata - Rata,89.88,-
Jakarta,2018,Luar,-,SMAN 66,IPS,Terendah,85.75,-
Jakarta,2018,Luar,-,SMAN 66,IPS,Tertinggi,88.63,-
Jakarta,2018,Luar,-,SMAN 66,IPS,Rata - Rata,86.96,-
Jakarta,2018,Luar,-,SMAN 67,IPA,Terendah,89.25,-
Jakarta,2018,Luar,-,SMAN 67,IPA,Tertinggi,90.38,-
Jakarta,2018,Luar,-,SMAN 67,IPA,Rata - Rata,89.63,-
Jakarta,2018,Luar,-,SMAN 67,IPS,Terendah,84.25,-
Jakarta,2018,Luar,-,SMAN 67,IPS,Tertinggi,86.13,-
Jakarta,2018,Luar,-,SMAN 67,IPS,Rata - Rata,85.02,-
Jakarta,2018,Luar,-,SMAN 68,IPA,Terendah,90.88,-
Jakarta,2018,Luar,-,SMAN 68,IPA,Tertinggi,92.5,-
Jakarta,2018,Luar,-,SMAN 68,IPA,Rata - Rata,91.69,-
Jakarta,2018,Luar,-,SMAN 68,IPS,Terendah,85.5,-
Jakarta,2018,Luar,-,SMAN 68,IPS,Tertinggi,87.75,-
Jakarta,2018,Luar,-,SMAN 68,IPS,Rata - Rata,87,-
Jakarta,2018,Luar,-,SMAN 70,IPA,Terendah,89.63,-
Jakarta,2018,Luar,-,SMAN 70,IPA,Tertinggi,91.75,-
Jakarta,2018,Luar,-,SMAN 70,IPA,Rata - Rata,90.4,-
Jakarta,2018,Luar,-,SMAN 70,IPS,Terendah,87.5,-
Jakarta,2018,Luar,-,SMAN 70,IPS,Tertinggi,92.75,-
Jakarta,2018,Luar,-,SMAN 70,IPS,Rata - Rata,88.83,-
Jakarta,2018,Luar,-,SMAN 71,IPA,Terendah,90.75,-
Jakarta,2018,Luar,-,SMAN 71,IPA,Tertinggi,91.75,-
Jakarta,2018,Luar,-,SMAN 71,IPA,Rata - Rata,91.14,-
Jakarta,2018,Luar,-,SMAN 71,IPS,Terendah,85.75,-
Jakarta,2018,Luar,-,SMAN 71,IPS,Tertinggi,89.5,-
Jakarta,2018,Luar,-,SMAN 71,IPS,Rata - Rata,87.05,-
Jakarta,2018,Luar,-,SMAN 72,IPA,Terendah,70.63,-
Jakarta,2018,Luar,-,SMAN 72,IPA,Tertinggi,82.38,-
Jakarta,2018,Luar,-,SMAN 72,IPA,Rata - Rata,75.3,-
Jakarta,2018,Luar,-,SMAN 72,IPS,Terendah,68.13,-
Jakarta,2018,Luar,-,SMAN 72,IPS,Tertinggi,69.75,-
Jakarta,2018,Luar,-,SMAN 72,IPS,Rata - Rata,68.93,-
Jakarta,2018,Luar,-,SMAN 72,BAHASA,Terendah,66,-
Jakarta,2018,Luar,-,SMAN 72,BAHASA,Tertinggi,66,-
Jakarta,2018,Luar,-,SMAN 72,BAHASA,Rata - Rata,66,-
Jakarta,2018,Luar,-,SMAN 73,IPA,Terendah,63.75,-
Jakarta,2018,Luar,-,SMAN 73,IPA,Tertinggi,70.5,-
Jakarta,2018,Luar,-,SMAN 73,IPA,Rata - Rata,66.43,-
Jakarta,2018,Luar,-,SMAN 73,IPS,Terendah,65.13,-
Jakarta,2018,Luar,-,SMAN 73,IPS,Tertinggi,71.5,-
Jakarta,2018,Luar,-,SMAN 73,IPS,Rata - Rata,67.03,-
Jakarta,2018,Luar,-,SMAN 74,IPA,Terendah,84,-
Jakarta,2018,Luar,-,SMAN 74,IPA,Tertinggi,86.13,-
Jakarta,2018,Luar,-,SMAN 74,IPA,Rata - Rata,84.75,-
Jakarta,2018,Luar,-,SMAN 74,IPS,Terendah,81,-
Jakarta,2018,Luar,-,SMAN 74,IPS,Tertinggi,82.88,-
Jakarta,2018,Luar,-,SMAN 74,IPS,Rata - Rata,81.91,-
Jakarta,2018,Luar,-,SMAN 75,IPA,Terendah,68.88,-
Jakarta,2018,Luar,-,SMAN 75,IPA,Tertinggi,76.13,-
Jakarta,2018,Luar,-,SMAN 75,IPA,Rata - Rata,71.38,-
Jakarta,2018,Luar,-,SMAN 75,IPS,Terendah,66.75,-
Jakarta,2018,Luar,-,SMAN 75,IPS,Tertinggi,69,-
Jakarta,2018,Luar,-,SMAN 75,IPS,Rata - Rata,67.8,-
Jakarta,2018,Luar,-,SMAN 76,IPA,Terendah,75.13,-
Jakarta,2018,Luar,-,SMAN 76,IPA,Tertinggi,79.38,-
Jakarta,2018,Luar,-,SMAN 76,IPA,Rata - Rata,76.9,-
Jakarta,2018,Luar,-,SMAN 76,IPS,Terendah,73.88,-
Jakarta,2018,Luar,-,SMAN 76,IPS,Tertinggi,75.25,-
Jakarta,2018,Luar,-,SMAN 76,IPS,Rata - Rata,74.3,-
Jakarta,2018,Luar,-,SMAN 77,IPA,Terendah,88.25,-
Jakarta,2018,Luar,-,SMAN 77,IPA,Tertinggi,89.38,-
Jakarta,2018,Luar,-,SMAN 77,IPA,Rata - Rata,88.93,-
Jakarta,2018,Luar,-,SMAN 77,IPS,Terendah,79,-
Jakarta,2018,Luar,-,SMAN 77,IPS,Tertinggi,84.88,-
Jakarta,2018,Luar,-,SMAN 77,IPS,Rata - Rata,83,-
Jakarta,2018,Luar,-,SMAN 78,IPA,Terendah,90.75,-
Jakarta,2018,Luar,-,SMAN 78,IPA,Tertinggi,96.63,-
Jakarta,2018,Luar,-,SMAN 78,IPA,Rata - Rata,92.31,-
Jakarta,2018,Luar,-,SMAN 78,IPS,Terendah,86.75,-
Jakarta,2018,Luar,-,SMAN 78,IPS,Tertinggi,89.5,-
Jakarta,2018,Luar,-,SMAN 78,IPS,Rata - Rata,88.04,-
Jakarta,2018,Luar,-,SMAN 78,BAHASA,Terendah,83.5,-
Jakarta,2018,Luar,-,SMAN 78,BAHASA,Tertinggi,85.5,-
Jakarta,2018,Luar,-,SMAN 78,BAHASA,Rata - Rata,84.5,-
Jakarta,2018,Luar,-,SMAN 79,IPA,Terendah,79.38,-
Jakarta,2018,Luar,-,SMAN 79,IPA,Tertinggi,81.25,-
Jakarta,2018,Luar,-,SMAN 79,IPA,Rata - Rata,80.04,-
Jakarta,2018,Luar,-,SMAN 79,IPS,Terendah,76.38,-
Jakarta,2018,Luar,-,SMAN 79,IPS,Tertinggi,78.75,-
Jakarta,2018,Luar,-,SMAN 79,IPS,Rata - Rata,77.3,-
Jakarta,2018,Luar,-,SMAN 80,IPA,Terendah,67.25,-
Jakarta,2018,Luar,-,SMAN 80,IPA,Tertinggi,81.88,-
Jakarta,2018,Luar,-,SMAN 80,IPA,Rata - Rata,71.8,-
Jakarta,2018,Luar,-,SMAN 80,IPS,Terendah,67.88,-
Jakarta,2018,Luar,-,SMAN 80,IPS,Tertinggi,72,-
Jakarta,2018,Luar,-,SMAN 80,IPS,Rata - Rata,69.65,-
Jakarta,2018,Luar,-,SMAN 81,IPA,Terendah,92.63,-
Jakarta,2018,Luar,-,SMAN 81,IPA,Tertinggi,95.88,-
Jakarta,2018,Luar,-,SMAN 81,IPA,Rata - Rata,93.53,-
Jakarta,2018,Luar,-,SMAN 81,IPS,Terendah,90.63,-
Jakarta,2018,Luar,-,SMAN 81,IPS,Tertinggi,91.13,-
Jakarta,2018,Luar,-,SMAN 81,IPS,Rata - Rata,90.92,-
Jakarta,2018,Luar,-,SMAN 82,IPA,Terendah,84.25,-
Jakarta,2018,Luar,-,SMAN 82,IPA,Tertinggi,87.5,-
Jakarta,2018,Luar,-,SMAN 82,IPA,Rata - Rata,85.58,-
Jakarta,2018,Luar,-,SMAN 82,IPS,Terendah,81.75,-
Jakarta,2018,Luar,-,SMAN 82,IPS,Tertinggi,84.5,-
Jakarta,2018,Luar,-,SMAN 82,IPS,Rata - Rata,82.55,-
Jakarta,2018,Luar,-,SMAN 83,IPA,Terendah,72.75,-
Jakarta,2018,Luar,-,SMAN 83,IPA,Tertinggi,81.38,-
Jakarta,2018,Luar,-,SMAN 83,IPA,Rata - Rata,74.8,-
Jakarta,2018,Luar,-,SMAN 83,IPS,Terendah,69.13,-
Jakarta,2018,Luar,-,SMAN 83,IPS,Tertinggi,73.75,-
Jakarta,2018,Luar,-,SMAN 83,IPS,Rata - Rata,71.25,-
Jakarta,2018,Luar,-,SMAN 84,IPA,Terendah,83,-
Jakarta,2018,Luar,-,SMAN 84,IPA,Tertinggi,89.13,-
Jakarta,2018,Luar,-,SMAN 84,IPA,Rata - Rata,85.28,-
Jakarta,2018,Luar,-,SMAN 84,IPS,Terendah,76.63,-
Jakarta,2018,Luar,-,SMAN 84,IPS,Tertinggi,80.38,-
Jakarta,2018,Luar,-,SMAN 84,IPS,Rata - Rata,78.18,-
Jakarta,2018,Luar,-,SMAN 84,BAHASA,Terendah,72.38,-
Jakarta,2018,Luar,-,SMAN 84,BAHASA,Tertinggi,74,-
