Provinsi,Tahun,Jalur,Tahap,Sekolah,Jurusan,Indikator,Nilai Akhir
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPS,Terendah,54.85
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPS,Tertinggi,106.1
Jawa Tengah,2018,-,-,SMAN 1 Banyudono Kab. Boyolali,IPS,Rata - Rata,85.24
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPA,Terendah,90.25
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPA,Tertinggi,139.3
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPA,Rata - Rata,121.97
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPS,Terendah,91.05
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPS,Tertinggi,126.15
Jawa Tengah,2018,-,-,SMAN 1 Boyolali Kab. Boyolali,IPS,Rata - Rata,114.08
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPA,Terendah,50.9
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPA,Tertinggi,122.45
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPA,Rata - Rata,89.14
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPS,Terendah,56.55
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPS,Tertinggi,122.85
Jawa Tengah,2018,-,-,SMAN 2 Boyolali Kab. Boyolali,IPS,Rata - Rata,83.23
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPA,Terendah,87.55
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPA,Tertinggi,128.85
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPA,Rata - Rata,108.66
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPS,Terendah,69.2
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPS,Tertinggi,122.1
Jawa Tengah,2018,-,-,SMAN 3 Boyolali Kab. Boyolali,IPS,Rata - Rata,105.16
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPA,Terendah,49.4
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPA,Tertinggi,123.7
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPA,Rata - Rata,75.13
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPS,Terendah,52.65
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPS,Tertinggi,103.45
Jawa Tengah,2018,-,-,SMAN 1 Cepogo Kab. Boyolali,IPS,Rata - Rata,75.43
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPA,Terendah,53.25
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPA,Tertinggi,118.6
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPA,Rata - Rata,88.3
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPS,Terendah,45.35
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPS,Tertinggi,119.0
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,IPS,Rata - Rata,76.16
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,Bahasa dan Budaya,Terendah,53.25
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,Bahasa dan Budaya,Tertinggi,92.75
Jawa Tengah,2018,-,-,SMAN 1 Karanggede Kab. Boyolali,Bahasa dan Budaya,Rata - Rata,68.36
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPA,Terendah,42.55
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPA,Tertinggi,121.0
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPA,Rata - Rata,76.12
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPS,Terendah,47.15
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPS,Tertinggi,89.4
Jawa Tengah,2018,-,-,SMAN 1 Kemusu Kab. Boyolali,IPS,Rata - Rata,69.82
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPA,Terendah,42.7
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPA,Tertinggi,114.45
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPA,Rata - Rata,77.01
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPS,Terendah,45.85
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPS,Tertinggi,97.0
Jawa Tengah,2018,-,-,SMAN 1 Klego Kab. Boyolali,IPS,Rata - Rata,67.05
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPA,Terendah,65.5
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPA,Tertinggi,121.6
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPA,Rata - Rata,94.76
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPS,Terendah,53.65
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPS,Tertinggi,114.55
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,IPS,Rata - Rata,80.11
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,Bahasa dan Budaya,Terendah,69.6
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,Bahasa dan Budaya,Tertinggi,119.9
Jawa Tengah,2018,-,-,SMAN 1 Ngemplak Kab. Boyolali,Bahasa dan Budaya,Rata - Rata,81.79
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPA,Terendah,54.65
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPA,Tertinggi,108.85
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPA,Rata - Rata,75.87
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPS,Terendah,43.7
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPS,Tertinggi,99.15
Jawa Tengah,2018,-,-,SMAN 1 Nogosari Kab. Boyolali,IPS,Rata - Rata,71.31
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPA,Terendah,88.0
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPA,Tertinggi,132.35
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPA,Rata - Rata,113.34
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPS,Terendah,68.7
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPS,Tertinggi,120.7
Jawa Tengah,2018,-,-,SMAN 1 Simo Kab. Boyolali,IPS,Rata - Rata,97.56
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPA,Terendah,66.35
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPA,Tertinggi,131.25
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPA,Rata - Rata,112.75
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPS,Terendah,65.85
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPS,Tertinggi,114.25
Jawa Tengah,2018,-,-,SMAN 1 Teras Kab. Boyolali,IPS,Rata - Rata,101.37
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPA,Terendah,42.75
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPA,Tertinggi,116.25
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPA,Rata - Rata,71.69
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPS,Terendah,33.65
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPS,Tertinggi,108.15
Jawa Tengah,2018,-,-,SMAN 1 Wonosegoro Kab. Boyolali,IPS,Rata - Rata,62.89
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPA,Terendah,39.85
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPA,Tertinggi,113.95
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPA,Rata - Rata,73.86
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPS,Terendah,45.95
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPS,Tertinggi,99.35
Jawa Tengah,2018,-,-,SMAN 1 Banjarharjo Kab. Brebes,IPS,Rata - Rata,68.96
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPA,Terendah,45.1
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPA,Tertinggi,106.0
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPA,Rata - Rata,65.63
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPS,Terendah,40.05
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPS,Tertinggi,103.4
Jawa Tengah,2018,-,-,SMAN 1 Bantarkawung Kab. Brebes,IPS,Rata - Rata,66.04
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPA,Terendah,67.35
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPA,Tertinggi,141.8
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPA,Rata - Rata,97.84
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPS,Terendah,65.6
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPS,Tertinggi,121.45
Jawa Tengah,2018,-,-,SMAN 1 Brebes Kab. Brebes,IPS,Rata - Rata,86.91
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPA,Terendah,43.05
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPA,Tertinggi,127.1
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPA,Rata - Rata,87.97
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPS,Terendah,45.7
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPS,Tertinggi,120.65
Jawa Tengah,2018,-,-,SMAN 2 Brebes Kab. Brebes,IPS,Rata - Rata,82.89
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPA,Terendah,34.3
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPA,Tertinggi,110.25
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPA,Rata - Rata,62.59
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPS,Terendah,44.05
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPS,Tertinggi,96.1
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,IPS,Rata - Rata,65.1
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,Bahasa dan Budaya,Terendah,34.9
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,Bahasa dan Budaya,Tertinggi,88.75
Jawa Tengah,2018,-,-,SMAN 3 Brebes Kab. Brebes,Bahasa dan Budaya,Rata - Rata,68.68
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPA,Terendah,36.3
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPA,Tertinggi,101.95
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPA,Rata - Rata,67.31
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPS,Terendah,36.25
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPS,Tertinggi,95.95
Jawa Tengah,2018,-,-,SMAN 1 Bulakamba Kab. Brebes,IPS,Rata - Rata,65.14
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPA,Terendah,64.35
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPA,Tertinggi,125.3
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPA,Rata - Rata,92.55
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPS,Terendah,46.45
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPS,Tertinggi,114.15
Jawa Tengah,2018,-,-,SMAN 1 Bumiayu Kab. Brebes,IPS,Rata - Rata,84.14
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPA,Terendah,40.7
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPA,Tertinggi,115.4
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPA,Rata - Rata,66.96
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPS,Terendah,37.3
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPS,Tertinggi,93.95
Jawa Tengah,2018,-,-,SMAN 1 Jatibarang Kab. Brebes,IPS,Rata - Rata,64.39
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPA,Terendah,39.05
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPA,Tertinggi,101.95
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPA,Rata - Rata,65.52
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPS,Terendah,41.8
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPS,Tertinggi,106.6
Jawa Tengah,2018,-,-,SMAN 1 Kersana Kab. Brebes,IPS,Rata - Rata,61.51
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPA,Terendah,46.85
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPA,Tertinggi,117.65
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPA,Rata - Rata,66.08
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPS,Terendah,38.15
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPS,Tertinggi,96.0
Jawa Tengah,2018,-,-,SMAN 1 Ketanggungan Kab. Brebes,IPS,Rata - Rata,65.84
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPA,Terendah,38.45
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPA,Tertinggi,108.5
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPA,Rata - Rata,69.67
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPS,Terendah,42.85
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPS,Tertinggi,89.4
Jawa Tengah,2018,-,-,SMAN 1 Larangan Kab. Brebes,IPS,Rata - Rata,65.86
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPA,Terendah,39.8
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPA,Tertinggi,101.6
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPA,Rata - Rata,59.64
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPS,Terendah,39.6
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPS,Tertinggi,98.7
Jawa Tengah,2018,-,-,SMAN 1 Losari Kab. Brebes,IPS,Rata - Rata,62.05
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPA,Terendah,48.4
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPA,Tertinggi,113.7
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPA,Rata - Rata,72.9
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPS,Terendah,47.65
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPS,Tertinggi,113.95
Jawa Tengah,2018,-,-,SMAN 1 Paguyangan Kab. Brebes,IPS,Rata - Rata,71.92
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPA,Terendah,43.4
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPA,Tertinggi,119.25
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPA,Rata - Rata,70.7
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPS,Terendah,37.65
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPS,Tertinggi,91.7
Jawa Tengah,2018,-,-,SMAN 1 Salem Kab. Brebes,IPS,Rata - Rata,61.81
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPA,Terendah,38.5
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPA,Tertinggi,95.65
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPA,Rata - Rata,70.5
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPS,Terendah,45.25
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPS,Tertinggi,88.15
Jawa Tengah,2018,-,-,SMAN 1 Sirampog Kab. Brebes,IPS,Rata - Rata,66.25
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPA,Terendah,34.05
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPA,Tertinggi,107.65
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPA,Rata - Rata,68.75
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPS,Terendah,39.9
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPS,Tertinggi,93.85
Jawa Tengah,2018,-,-,SMAN 1 Tanjung Kab. Brebes,IPS,Rata - Rata,62.76
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPA,Terendah,37.9
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPA,Tertinggi,95.65
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPA,Rata - Rata,58.87
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPS,Terendah,32.35
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPS,Tertinggi,84.25
Jawa Tengah,2018,-,-,SMAN 1 Wanasari Kab. Brebes,IPS,Rata - Rata,57.97
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPA,Terendah,41.15
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPA,Tertinggi,107.6
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPA,Rata - Rata,72.28
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPS,Terendah,49.65
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPS,Tertinggi,106.0
Jawa Tengah,2018,-,-,SMAN 1 Adipala Kab. Cilacap,IPS,Rata - Rata,74.27
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPA,Terendah,39.1
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPA,Tertinggi,121.65
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPA,Rata - Rata,82.45
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPS,Terendah,43.45
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPS,Tertinggi,107.65
Jawa Tengah,2018,-,-,SMAN 1 Bantarsari Kab. Cilacap,IPS,Rata - Rata,74.99
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPA,Terendah,52.5
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPA,Tertinggi,117.95
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPA,Rata - Rata,76.23
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPS,Terendah,39.75
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPS,Tertinggi,104.35
Jawa Tengah,2018,-,-,SMAN 1 Binangun Kab. Cilacap,IPS,Rata - Rata,68.96
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPA,Terendah,88.8
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPA,Tertinggi,134.4
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPA,Rata - Rata,116.97
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPS,Terendah,89.05
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPS,Tertinggi,125.6
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,IPS,Rata - Rata,108.16
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,Bahasa dan Budaya,Terendah,69.65
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,Bahasa dan Budaya,Tertinggi,125.8
Jawa Tengah,2018,-,-,SMAN 1 Cilacap Kab. Cilacap,Bahasa dan Budaya,Rata - Rata,100.37
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPA,Terendah,50.8
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPA,Tertinggi,110.55
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPA,Rata - Rata,91.71
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPS,Terendah,62.4
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPS,Tertinggi,102.2
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,IPS,Rata - Rata,88.31
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,Bahasa dan Budaya,Terendah,74.35
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,Bahasa dan Budaya,Tertinggi,103.45
Jawa Tengah,2018,-,-,SMAN 2 Cilacap Kab. Cilacap,Bahasa dan Budaya,Rata - Rata,84.8
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPA,Terendah,83.75
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPA,Tertinggi,124.75
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPA,Rata - Rata,109.97
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPS,Terendah,63.75
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPS,Tertinggi,124.25
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,IPS,Rata - Rata,101.93
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,Bahasa dan Budaya,Terendah,70.45
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,Bahasa dan Budaya,Tertinggi,110.05
Jawa Tengah,2018,-,-,SMAN 3 Cilacap Kab. Cilacap,Bahasa dan Budaya,Rata - Rata,94.4
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPA,Terendah,49.55
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPA,Tertinggi,122.95
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPA,Rata - Rata,76.7
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPS,Terendah,52.3
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPS,Tertinggi,108.15
Jawa Tengah,2018,-,-,SMAN 1 Cipari Kab. Cilacap,IPS,Rata - Rata,75.46
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPA,Terendah,51.25
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPA,Tertinggi,126.45
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPA,Rata - Rata,90.85
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPS,Terendah,47.5
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPS,Tertinggi,105.0
Jawa Tengah,2018,-,-,SMAN 1 Dayeuhluhur Kab. Cilacap,IPS,Rata - Rata,79.28
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPA,Terendah,52.0
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPA,Tertinggi,132.15
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPA,Rata - Rata,81.94
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPS,Terendah,45.3
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPS,Tertinggi,113.55
Jawa Tengah,2018,-,-,SMAN 1 Jeruklegi Kab. Cilacap,IPS,Rata - Rata,76.33
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPA,Terendah,56.95
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPA,Tertinggi,90.35
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPA,Rata - Rata,69.03
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPS,Terendah,44.05
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPS,Tertinggi,77.0
Jawa Tengah,2018,-,-,SMAN 1 Kampung Laut Kab. Cilacap,IPS,Rata - Rata,59.83
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPA,Terendah,49.1
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPA,Tertinggi,121.55
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPA,Rata - Rata,82.84
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPS,Terendah,47.15
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPS,Tertinggi,116.35
Jawa Tengah,2018,-,-,SMAN 1 Kedungreja Kab. Cilacap,IPS,Rata - Rata,77.96
Jawa Tengah,2018,-,-,SMAN 1 Kroya Kab. Cilacap,IPA,Terendah,65.05
Jawa Tengah,2018,-,-,SMAN 1 Kroya Kab. Cilacap,IPA,Tertinggi,129.6
