Tahun,Daerah,No Pasangan,Jabatan,Nama
2018,Kota Sawahlunto,3,Walikota,"Deri Asta, Sh"
2018,Kota Sawahlunto,3,Wakil Walikota,"Zohirin Sayuti, Se"
2018,Kabupaten Banyuasin,1,Bupati,Drs. Agus Yudiantoro
2018,Kabupaten Banyuasin,1,Wakil Bupati,"H. Hazuar Bidui Az, S. Sos., M.M"
2018,Kabupaten Banyuasin,2,Bupati,H. Arkoni Md
2018,Kabupaten Banyuasin,2,Wakil Bupati,H. Hazwar Hamid
2018,Kabupaten Banyuasin,3,Bupati,Buya H.M. Husni Thamrin Madani
2018,Kabupaten Banyuasin,3,Wakil Bupati,Ir. H. Supartijo
2018,Kabupaten Banyuasin,4,Bupati,"Ir. H. Syaiful Bakhri Ar,M.Si"
2018,Kabupaten Banyuasin,4,Wakil Bupati,"H. Agus Salam, Sh"
2018,Kabupaten Banyuasin,5,Bupati,"H. Askolani, Sh., Mh"
2018,Kabupaten Banyuasin,5,Wakil Bupati,H. Slamet
2018,Kabupaten Empat Lawang,1,Bupati,H. David Hadrianto Aljufri (Hda)
2018,Kabupaten Empat Lawang,1,Wakil Bupati,"H. M. Eduar Kohar,Se.,Mm  (Hek)"
2018,Kabupaten Empat Lawang,2,Bupati,"H. Joncik Muhammad, S.Si."
2018,Kabupaten Empat Lawang,2,Wakil Bupati,Yulius Maulana
2018,Kabupaten Empat Lawang,3,Bupati,"H.Yulizar Dinoto,Sh"
2018,Kabupaten Empat Lawang,3,Wakil Bupati,"Drs.H.Kison Syahrin,Mm"
2018,Kota Lubuklinggau,1,Walikota,"H. Toyeb Rakembang, S.Ag"
2018,Kota Lubuklinggau,1,Wakil Walikota,"Sofyan, Sh"
2018,Kota Lubuklinggau,2,Walikota,"Drs. H. S.N.Prana Putra Sohe, Mm"
2018,Kota Lubuklinggau,2,Wakil Walikota,"H. Sulaiman Kohar, Sh, Mh"
2018,Kota Lubuklinggau,3,Walikota,"H. Rustam Effendi, Sh"
2018,Kota Lubuklinggau,3,Wakil Walikota,"Riezky Aprilia, Sh, Mh"
2018,Kota Pagar Alam,1,Walikota,"Hermanto, Sh M.Si"
2018,Kota Pagar Alam,1,Wakil Walikota,Ir. Musabaqo
2018,Kota Pagar Alam,2,Walikota,"Alpian Maskoni, Sh"
2018,Kota Pagar Alam,2,Wakil Walikota,"Muhammad Fadli, Se"
2018,Kota Pagar Alam,3,Walikota,"Dr. Hj. Ida Fitriati Basjuni, M.Kes"
2018,Kota Pagar Alam,3,Wakil Walikota,"Ir. Armansah, Mm"
2018,Kota Pagar Alam,4,Walikota,Novirzah Djazuli. Se.
2018,Kota Pagar Alam,4,Wakil Walikota,"H. Suharindi Sj, S.Pd.,Mm"
2018,Kota Pagar Alam,5,Walikota,Ludi Oliansyah
2018,Kota Pagar Alam,5,Wakil Walikota,H. A. Fachri
2018,Kota Pagar Alam,6,Walikota,"Ir. Gunawan, Mt"
2018,Kota Pagar Alam,6,Wakil Walikota,"Febrianto, Sh., S.Si"
2018,Kota Palembang,1,Walikota,"H. Harnojoyo, S.Sos"
2018,Kota Palembang,1,Wakil Walikota,"Fitrianti Agustinda, S.H."
2018,Kota Palembang,2,Walikota,"Ir. H. Sarimuda, Mt."
2018,Kota Palembang,2,Wakil Walikota,"Ir. Kgs. H. Abdul Rozak, M.Sc."
2018,Kota Palembang,3,Walikota,H. M. Akbar Alfaro
2018,Kota Palembang,3,Wakil Walikota,Hernoe Roesprijadji
2018,Kota Palembang,4,Walikota,H. Mularis Djahri
2018,Kota Palembang,4,Wakil Walikota,H. Syaidina Ali
2018,Kota Prabumulih,1,Walikota,"Ir. H. Ridho Yahya, M.M."
2018,Kota Prabumulih,1,Wakil Walikota,"H. Andriansyah Fikri, S.H."
2018,Kabupaten Lahat,1,Bupati,"H. Nopran Marjani, S. Pd"
2018,Kabupaten Lahat,1,Wakil Bupati,"Herliansyah, Sh., Mh"
2018,Kabupaten Lahat,2,Bupati,"Ir. H. Hapit Padli, Mm"
2018,Kabupaten Lahat,2,Wakil Bupati,"H. Erlansyah Rumsyah, Se, Mm"
2018,Kabupaten Lahat,3,Bupati,"Cik Ujang, Sh"
2018,Kabupaten Lahat,3,Wakil Bupati,"H. Haryanto, Se, Mm"
2018,Kabupaten Lahat,4,Bupati,"H. Bursah Zarnubi, Se"
2018,Kabupaten Lahat,4,Wakil Bupati,"Drs. Parhan Berza, Mm"
2018,Kabupaten Lahat,5,Bupati,"Drs. H. Purnawarman Kias, Sh"
2018,Kabupaten Lahat,5,Wakil Bupati,Rozi Adiansyah
2018,Kabupaten Muara Enim,1,Bupati,"Dr. Ir. H. Syamsul Bahri, Mm"
2018,Kabupaten Muara Enim,1,Wakil Bupati,"Ir. H. Hanan Zulkarnain, Mtp"
2018,Kabupaten Muara Enim,2,Bupati,H. Nurul Aman
2018,Kabupaten Muara Enim,2,Wakil Bupati,M. Thamrin Az
2018,Kabupaten Muara Enim,3,Bupati,"Dr. Hj. Shinta Paramita Sari, Sh, M.Hum"
2018,Kabupaten Muara Enim,3,Wakil Bupati,"Syuryadi, Se"
2018,Kabupaten Muara Enim,4,Bupati,"Ir. H. Ahmad Yani.,Mm"
2018,Kabupaten Muara Enim,4,Wakil Bupati,"H. Juarsah, Sh"
2018,Kabupaten Ogan Komering Ilir,1,Bupati,"H. Iskandar, Se"
2018,Kabupaten Ogan Komering Ilir,1,Wakil Bupati,H. M. Dja'Far Shodiq
2018,Kabupaten Ogan Komering Ilir,2,Bupati,"Abdiyanto, Sh., Mh"
2018,Kabupaten Ogan Komering Ilir,2,Wakil Bupati,"Made Indrawan, St., Mh"
2018,Kabupaten Ogan Komering Ilir,3,Bupati,H. Azhari
2018,Kabupaten Ogan Komering Ilir,3,Wakil Bupati,H. Qomarus Zaman
2018,Kabupaten Batu Bara,1,Bupati,"H. Rm. Harry Nugroho, Se"
2018,Kabupaten Batu Bara,1,Wakil Bupati,"Dr. H. Mhd Syafi'I, Sh, Mh, M.Si"
2018,Kabupaten Batu Bara,2,Bupati,"Drs. H. Darwis, M.Si"
2018,Kabupaten Batu Bara,2,Wakil Bupati,"H. Janmat Sembiring, Se"
2018,Kabupaten Batu Bara,3,Bupati,"Ir. H. Zahir, M.Ap"
2018,Kabupaten Batu Bara,3,Wakil Bupati,"Oky Iqbal Frima, Se"
2018,Kabupaten Batu Bara,4,Bupati,"Khairil Anwar, Sh"
2018,Kabupaten Batu Bara,4,Wakil Bupati,"Drs. H. Sofyan Alwi, M.Hum"
2018,Kabupaten Dairi,1,Bupati,"Depriwanto Sitohang, St, Mm"
2018,Kabupaten Dairi,1,Wakil Bupati,"Azhar Bintang, Sh"
2018,Kabupaten Dairi,2,Bupati,Dr. Eddy Keleng Ate Berutu
2018,Kabupaten Dairi,2,Wakil Bupati,"Jimmy Andrea Lukita Sihombing, Sh"
2018,Kabupaten Dairi,3,Bupati,"St. Rimso Maruli Sinaga, Sh, Mh"
2018,Kabupaten Dairi,3,Wakil Bupati,"Bilker Purba, Amd"
2018,Kabupaten Deli Serdang,1,Bupati,H. Ashari Tambunan
2018,Kabupaten Deli Serdang,1,Wakil Bupati,H.M Ali Yusuf Siregar
2018,Kota Padang Sidimpuan,1,Walikota,"H. Muhammad Isnandar Nasution, S.Sos"
2018,Kota Padang Sidimpuan,1,Wakil Walikota,"Dr. H. Ali Pada Harahap, M.Pd"
2018,Kota Padang Sidimpuan,2,Walikota,"H. Rusydi Nasution, S.T.P., M.M"
2018,Kota Padang Sidimpuan,2,Wakil Walikota,"Drs. H. Abd. Rosad Lubis, Mm"
2018,Kota Padang Sidimpuan,3,Walikota,"Irsan Efendi Nasution, Sh"
2018,Kota Padang Sidimpuan,3,Wakil Walikota,"Ir. H. Arwin Siregar, Mm"
2018,Kabupaten Langkat,1,Bupati,Terbit Rencana Perangin Angin
2018,Kabupaten Langkat,1,Wakil Bupati,"H. Syah Afandin, Sh"
2018,Kabupaten Langkat,2,Bupati,"H. Rudi Hartono Bangun Se, Map"
2018,Kabupaten Langkat,2,Wakil Bupati,Budiono.Se
2018,Kabupaten Langkat,3,Bupati,"Drs. H. Sulistianto, M.Si"
2018,Kabupaten Langkat,3,Wakil Bupati,"Heriansyah, S.Ag"
2018,Kabupaten Padang Lawas,1,Bupati,H. Tondi Roni Tua
2018,Kabupaten Padang Lawas,1,Wakil Bupati,"Ir. H. Syarifuddin Hsb, M.Si"
2018,Kabupaten Padang Lawas,2,Bupati,Ali Sutan Harahap
2018,Kabupaten Padang Lawas,2,Wakil Bupati,"Drg. H.Ahmad Zarnawi Pasaribu,C.Ht.,Mm.,M.Si"
2018,Kabupaten Padang Lawas,3,Bupati,Drs. H. Rahmad Pardamean Hasibuan
2018,Kabupaten Padang Lawas,3,Wakil Bupati,Syahrul Efendi Hasibuan
2018,Kabupaten Padang Lawas Utara,1,Bupati,"Andar Amin Harahap, S.Stp, M.Si"
2018,Kabupaten Padang Lawas Utara,1,Wakil Bupati,"H. Hariro Harahap, Se, M.Si"
2018,Kabupaten Tapanuli Utara,1,Bupati,"Drs. Nikson Nababan, M.Si"
2018,Kabupaten Tapanuli Utara,1,Wakil Bupati,"Sarlandy Hutabarat, Sh"
2018,Kabupaten Tapanuli Utara,2,Bupati,"Dr. Jonius Tp. Hutabarat, S.Si, M.Si"
2018,Kabupaten Tapanuli Utara,2,Wakil Bupati,"Frengky P. Simanjuntak, Se, M.Si"
2018,Kabupaten Tapanuli Utara,3,Bupati,"Christmanto Lumbantobing, S.Sos"
2018,Kabupaten Tapanuli Utara,3,Wakil Bupati,"Drs. Hotman P. Hutasoit, Bsc, Sh"
