Tahun,Daerah,No Pasangan,Jabatan,Nama
2018,Kabupaten Kudus,2,Bupati,"H. Nor Hartoyo, Sh"
2018,Kabupaten Kudus,2,Wakil Bupati,"Junaidi, Sh"
2018,Kabupaten Kudus,3,Bupati,"Hj. Sri Hartini, St"
2018,Kabupaten Kudus,3,Wakil Bupati,"H. Setia Budi Wibowo, S.Ag, Mm"
2018,Kabupaten Kudus,4,Bupati,"H. Akhwan, Sh"
2018,Kabupaten Kudus,4,Wakil Bupati,"H. Hadi Sucipto, S.Pd, Mm"
2018,Kabupaten Kudus,5,Bupati,"Ir. H. Muhammad Tamzil, Mt"
2018,Kabupaten Kudus,5,Wakil Bupati,"Hm. Hartopo, St, Mm, Mh"
2018,Kabupaten Magelang,1,Bupati,"Zaenal Arifin, S.Ip"
2018,Kabupaten Magelang,1,Wakil Bupati,"Edi Cahyana, Se"
2018,Kabupaten Magelang,2,Bupati,"H.M. Zaenal Arifin, Sh"
2018,Kabupaten Magelang,2,Wakil Bupati,"H. Rohadi Pratoto, Sh, M.Si"
2018,Kabupaten Tegal,1,Bupati,H. Rusbandi
2018,Kabupaten Tegal,1,Wakil Bupati,"H. Fatchuddin, Se"
2018,Kabupaten Tegal,2,Bupati,"Drs. H. Haron Bagas Prakosa, M.Hum"
2018,Kabupaten Tegal,2,Wakil Bupati,"H. Drajat Adi Prayitno, S.Kom, Mm"
2018,Kabupaten Tegal,3,Bupati,Dra. Hj. Umi Azizah
2018,Kabupaten Tegal,3,Wakil Bupati,"Sabilillah Ardie, B.Sc"
2018,Kabupaten Temanggung,1,Bupati,Drs. H M Bambang Sukarno
2018,Kabupaten Temanggung,1,Wakil Bupati,Matoha
2018,Kabupaten Temanggung,2,Bupati,Haryo Dewandono
2018,Kabupaten Temanggung,2,Wakil Bupati,Irawan Prasetyadi
2018,Kabupaten Temanggung,3,Bupati,H.M. Al Khadziq
2018,Kabupaten Temanggung,3,Wakil Bupati,Drs.R.Heri Ibnu Wibowo
2018,Kabupaten Bangkalan,1,Bupati,"Dr. H. Moch. Farid Al Fauzi, St, Mm"
2018,Kabupaten Bangkalan,1,Wakil Bupati,"Drs. Ec. Sudarmawan, Mm"
2018,Kabupaten Bangkalan,2,Bupati,"H. Imam Buchori, Sh"
2018,Kabupaten Bangkalan,2,Wakil Bupati,Ir. H. Mondir A. Rofii
2018,Kabupaten Bangkalan,3,Bupati,R. Abdul Latif Amin Imron
2018,Kabupaten Bangkalan,3,Wakil Bupati,"Drs. Mohni, Mm"
2018,Kabupaten Bojonegoro,1,Bupati,"Drs. H. Soehadi Moeljono, Mm."
2018,Kabupaten Bojonegoro,1,Wakil Bupati,"Hj. Mitro'Atin, S.Pd."
2018,Kabupaten Bojonegoro,2,Bupati,"Dra. Mahfudhoh, M.Si."
2018,Kabupaten Bojonegoro,2,Wakil Bupati,"Drs. H. Kuswiyanto, M.Si."
2018,Kabupaten Bojonegoro,3,Bupati,Dr. Hj. Anna Mu'Awanah
2018,Kabupaten Bojonegoro,3,Wakil Bupati,"Drs. H. Budi Irawanto, M.Pd."
2018,Kabupaten Bojonegoro,4,Bupati,"Drs. H. Basuki, M.Pd., M.Pd.I."
2018,Kabupaten Bojonegoro,4,Wakil Bupati,"Pudji Dewanto, Sh., Mm."
2018,Kabupaten Bondowoso,1,Bupati,Drs. Kh. Salwa Arifin
2018,Kabupaten Bondowoso,1,Wakil Bupati,"H. Irwan Bachtiar Rachmat,Se.M.Si"
2018,Kabupaten Bondowoso,2,Bupati,H. Ahmad Dhafir
2018,Kabupaten Bondowoso,2,Wakil Bupati,Drs. Hidayat.M.Si
2018,Kabupaten Jombang,1,Bupati,Hj. Mundjidah Wahab
2018,Kabupaten Jombang,1,Wakil Bupati,Sumrambah
2018,Kabupaten Jombang,2,Bupati,Drs. Ec. H. Nyono Suharli Wihandoko
2018,Kabupaten Jombang,2,Wakil Bupati,"Drs. M. Subaidi, M.Si."
2018,Kabupaten Jombang,3,Bupati,"Dr.Syafiin, Sh, Mm, Mh"
2018,Kabupaten Jombang,3,Wakil Bupati,"H. Choirul Anam, St"
2018,Kota Kediri,1,Walikota,Aizzudin
2018,Kota Kediri,1,Wakil Walikota,Sudjono Teguh Widjaja
2018,Kota Kediri,2,Walikota,Abdullah Abu Bakar
2018,Kota Kediri,2,Wakil Walikota,Lilik Muhibbah
2018,Kota Kediri,3,Walikota,"Dr. Samsul Ashar, Sp.Pd"
2018,Kota Kediri,3,Wakil Walikota,"Teguh Juniadi, Se"
2018,Kota Madiun,1,Walikota,"Drs. H. Maidi, Sh, Mm, M.Pd"
2018,Kota Madiun,1,Wakil Walikota,"Inda Raya Ayu Miko Saputri, S.E., Mib"
2018,Kota Madiun,2,Walikota,Dr. Harryadin Mahardika
2018,Kota Madiun,2,Wakil Walikota,"Arief Rahman, S.T., M.M."
2018,Kota Madiun,3,Walikota,"Yusuf Rohana, St"
2018,Kota Madiun,3,Wakil Walikota,"Bambang Wahyudi, St"
2018,Kota Malang,1,Walikota,"Ya'Qud Ananda Gudban, Ss, Mm."
2018,Kota Malang,1,Wakil Walikota,H. Wanedi
2018,Kota Malang,2,Walikota,H. Anton
2018,Kota Malang,2,Wakil Walikota,"H. Syamsul Mahmud, Se"
2018,Kota Malang,3,Walikota,Sutiaji
2018,Kota Malang,3,Wakil Walikota,Sofyan Edi Jarwoko
2018,Kota Mojokerto,1,Walikota,"Dr. H. Akmal Boedianto, Sh, M.Si"
2018,Kota Mojokerto,1,Wakil Walikota,Rambo Garudo
2018,Kota Mojokerto,2,Walikota,Andy Soebjakto Molanggato
2018,Kota Mojokerto,2,Wakil Walikota,"Ade Ria Suryani, Sh., Mh"
2018,Kota Mojokerto,3,Walikota,Warsito
2018,Kota Mojokerto,3,Wakil Walikota,Moeljadi
2018,Kota Mojokerto,4,Walikota,"Hj. Ika Puspitasari, Se"
2018,Kota Mojokerto,4,Wakil Walikota,Achmad Rizal Zakaria
2018,Kota Probolinggo,1,Walikota,Suwito
2018,Kota Probolinggo,1,Wakil Walikota,Ferry Rahyuwono
2018,Kota Probolinggo,2,Walikota,"H. Fernanda Zulkarnain, Bsee.Mscs."
2018,Kota Probolinggo,2,Wakil Walikota,Ir. H. Zulfikar Imawan
2018,Kota Probolinggo,3,Walikota,Syamsu Alam
2018,Kota Probolinggo,3,Wakil Walikota,"Kulup Widyono, Se"
2018,Kota Probolinggo,4,Walikota,"Habib Hadi Zainal Abidin, S.Pd., Mm., M.Hp."
2018,Kota Probolinggo,4,Wakil Walikota,Moch. Soufis Subri
2018,Kabupaten Lumajang,1,Bupati,"H. Thoriqul Haq, Mml"
2018,Kabupaten Lumajang,1,Wakil Bupati,"Ir. Hj.  Indah Amperawati, M.Si"
2018,Kabupaten Lumajang,2,Bupati,"Drs. H. As�T, M.Ag"
2018,Kabupaten Lumajang,2,Wakil Bupati,H. Thoriq
2018,Kabupaten Lumajang,3,Bupati,"H. Rofik, Sh., Mh"
2018,Kabupaten Lumajang,3,Wakil Bupati,Ir. Nurul Huda
2018,Kabupaten Madiun,1,Bupati,"H.Ahmad Dawami Ragil Saputro,S.Sos"
2018,Kabupaten Madiun,1,Wakil Bupati,"H.Hari Wuryanto,Sh,M.Ak"
2018,Kabupaten Madiun,2,Bupati,"Rio Wing Dinaryhadi,St"
2018,Kabupaten Madiun,2,Wakil Bupati,Ir.Sukiman.M.Si
2018,Kabupaten Madiun,3,Bupati,Drs.Djoko Setijono
2018,Kabupaten Madiun,3,Wakil Bupati,"Suprapto,Se"
2018,Kabupaten Magetan,1,Bupati,Suyatni Priasmoro
2018,Kabupaten Magetan,1,Wakil Bupati,Nur Wahid
2018,Kabupaten Magetan,2,Bupati,"Ir. H. Sh. Miratul Mukminin, Mm"
2018,Kabupaten Magetan,2,Wakil Bupati,"Joko Suyono, S.Sos"
2018,Kabupaten Magetan,3,Bupati,"Dr. Drs. Suprawoto, Sh, M.Si"
2018,Kabupaten Magetan,3,Wakil Bupati,"Hj. Nanik Endang Rusminiarti, M.Pd"
2018,Kabupaten Nganjuk,1,Bupati,"H. Novi Rahman Hidhayat, S.Sos., Mm."
2018,Kabupaten Nganjuk,1,Wakil Bupati,"Dr. Drs. H. Marhaen Djumadi, Se, Sh, Mm, Mba"
2018,Kabupaten Nganjuk,2,Bupati,"Ir. Siti Nurhayati, Mm."
2018,Kabupaten Nganjuk,2,Wakil Bupati,"Bimantoro Wiyono, Sh"
2018,Kabupaten Nganjuk,3,Bupati,"Desy Natalia Widya, Sip"
2018,Kabupaten Nganjuk,3,Wakil Bupati,"Drs. Ainul Yakin, M.Si"
2018,Kabupaten Pamekasan,1,Bupati,"H. Badrut Tamam, S.Psi"
2018,Kabupaten Pamekasan,1,Wakil Bupati,"Raja'E, S.Hi"
2018,Kabupaten Pamekasan,2,Bupati,"Dr. Kh. Kholilurrahman, Sh.,M.Si"
2018,Kabupaten Pamekasan,2,Wakil Bupati,"Fathor Rohman, M.Si"
2018,Kabupaten Pasuruan,1,Bupati,Mohammad Irsyad Yusuf
2018,Kabupaten Pasuruan,1,Wakil Bupati,"K.H. A. Mujib Imron, Sh., Mh"
2018,Kabupaten Probolinggo,1,Bupati,Hj. Puput Tantriana Sari
2018,Kabupaten Probolinggo,1,Wakil Bupati,Drs. H. A. Timbul Prihanjoko
2018,Kabupaten Probolinggo,2,Bupati,"H. Abdul Malik Haramain, M.Si"
2018,Kabupaten Probolinggo,2,Wakil Bupati,"H. Mohammad Muzayyan, M.H.I"
2018,Kabupaten Sampang,1,Bupati,H. Slamet Junaidi
2018,Kabupaten Sampang,1,Wakil Bupati,H. Abdullah Hidayat
2018,Kabupaten Sampang,2,Bupati,"Drh.H. Hermanto Subaidi, M.Si"
2018,Kabupaten Sampang,2,Wakil Bupati,H. Suparto
2018,Kabupaten Sampang,3,Bupati,H. Hisan. Se
2018,Kabupaten Sampang,3,Wakil Bupati,H. Abdullah. Se
2018,Kabupaten Tulungagung,1,Bupati,Margiono
2018,Kabupaten Tulungagung,1,Wakil Bupati,Eko Prisdianto
2018,Kabupaten Tulungagung,2,Bupati,"Syahri Mulyo. Se., M.Si"
2018,Kabupaten Tulungagung,2,Wakil Bupati,"Drs. H. Maryoto Birowo, Mm"
2018,Kabupaten Kayong Utara,1,Bupati,"Masdar, S.Pd. Sd, M.Si"
2018,Kabupaten Kayong Utara,1,Wakil Bupati,"Zulkaslim Pebrata Tamura, S.Pd"
2018,Kabupaten Kayong Utara,2,Bupati,Drs. Citra Duani
2018,Kabupaten Kayong Utara,2,Wakil Bupati,"H. Effendi Ahmad, S.Pdi"
2018,Kabupaten Kayong Utara,3,Bupati,"Abdul Halim Hasin, S.Ip,M.Si."
2018,Kabupaten Kayong Utara,3,Wakil Bupati,Bukhori
2018,Kota Pontianak,1,Walikota,Harry Adryanto
2018,Kota Pontianak,1,Wakil Walikota,Yandi
2018,Kota Pontianak,2,Walikota,"Ir. H. Edi Rusdi Kamtono, Mm, Mt"
2018,Kota Pontianak,2,Wakil Walikota,"Bahasan, Sh"
2018,Kota Pontianak,3,Walikota,"Satarudin, Sh"
2018,Kota Pontianak,3,Wakil Walikota,"Alpian Aminardi, Sh, Mh"
2018,Kabupaten Kubu Raya,1,Bupati,"H. Muda Mahendrawan, Sh"
2018,Kabupaten Kubu Raya,1,Wakil Bupati,"Sujiwo, Se"
2018,Kabupaten Kubu Raya,2,Bupati,"Ir. H. Werry Syahrial, M.H"
2018,Kabupaten Kubu Raya,2,Wakil Bupati,H. Muhammad Nasir Maksudi
2018,Kabupaten Kubu Raya,3,Bupati,"H. Hamzah Tawil, S.Ag. M.Si"
2018,Kabupaten Kubu Raya,3,Wakil Bupati,Kohim
2018,Kabupaten Mempawah,1,Bupati,"Drs.H.Syech Bandar,M.Si"
2018,Kabupaten Mempawah,1,Wakil Bupati,"Hermanto Lim,Se"
2018,Kabupaten Mempawah,2,Bupati,"Dr.H.Rahmad Satria,Sh.,Mh."
2018,Kabupaten Mempawah,2,Wakil Bupati,"H.Ridwan Rusli,Sh.,Mm."
2018,Kabupaten Mempawah,3,Bupati,"Hj.Erlina, Sh.,Mh."
2018,Kabupaten Mempawah,3,Wakil Bupati,"H.Muhammad Pagi,S.Hi.,Mm."
2018,Kabupaten Mempawah,4,Bupati,"Ir. H. Rudhy Bachtiar, M.Si"
2018,Kabupaten Mempawah,4,Wakil Bupati,Drs. H. Mochrizal
2018,Kabupaten Sanggau,1,Bupati,"Yansen Akun Effendy, Sh.M.Si,Mh"
2018,Kabupaten Sanggau,1,Wakil Bupati,"Fransiskus  Ason, Sp"
2018,Kabupaten Sanggau,2,Bupati,"Paolus Hadi, S.Ip, M.Si"
2018,Kabupaten Sanggau,2,Wakil Bupati,"Drs. Yohanes Ontot, M.Si"
2018,Kabupaten Hulu Sungai Selatan,1,Bupati,H. Muhammad Najamuddin
2018,Kabupaten Hulu Sungai Selatan,1,Wakil Bupati,"H.Muhamad Ridha, Sh"
2018,Kabupaten Hulu Sungai Selatan,2,Bupati,"Drs. H. Achmad Fikry, M.Ap"
2018,Kabupaten Hulu Sungai Selatan,2,Wakil Bupati,"Syamsuri Arsyad, S.Ap"
2018,Kabupaten Tabalong,1,Bupati,H.Norhasani
2018,Kabupaten Tabalong,1,Wakil Bupati,H.Eddyan Noor Idur
2018,Kabupaten Tabalong,2,Bupati,"H.Winarto, S.Pd, M.Si"
2018,Kabupaten Tabalong,2,Wakil Bupati,"H.Ali Sibqi, S.Pi"
2018,Kabupaten Tabalong,3,Bupati,"Drs. H. Anang Syakhfiani, M.Si"
2018,Kabupaten Tabalong,3,Wakil Bupati,"Drs. H. Mawardi, M.Si"
2018,Kabupaten Tabalong,4,Bupati,"Hj. Noor Farida, Se"
2018,Kabupaten Tabalong,4,Wakil Bupati,"Aspianor, S.Ikom, Sh,Mh"
2018,Kabupaten Tanah Laut,1,Bupati,Drs. H. Sukamta
2018,Kabupaten Tanah Laut,1,Wakil Bupati,"Abdi Rahman, S.Pd"
2018,Kabupaten Tanah Laut,2,Bupati,"H. Bambang Alamsyah, S.T"
2018,Kabupaten Tanah Laut,2,Wakil Bupati,"Ir. H. Ahmad Nizar, S.Sos, M.Si"
2018,Kabupaten Tapin,1,Bupati,"Drs. H. Muhammad Arifin Arpan, Mm"
2018,Kabupaten Tapin,1,Wakil Bupati,"H. Syafrudin Noor, Se, S.Sos"
2018,Kabupaten Barito Timur,1,Bupati,"Pancani Gandrung, Sh., Msi"
2018,Kabupaten Barito Timur,1,Wakil Bupati,Drs. H. Mukhtar Abdul Rahman
2018,Kabupaten Barito Timur,2,Bupati,"H. Supriatna, S.Pd, Mm"
2018,Kabupaten Barito Timur,2,Wakil Bupati,Yudha Nyampai
2018,Kabupaten Barito Timur,3,Bupati,"Ampera A. Y Mebas, Se, Mm"
2018,Kabupaten Barito Timur,3,Wakil Bupati,Habib Said Abdul Saleh
2018,Kabupaten Barito Utara,1,Bupati,H.Nadalsyah
2018,Kabupaten Barito Utara,1,Wakil Bupati,"Sugianto Panala Putra, Sh"
2018,Kabupaten Barito Utara,2,Bupati,"Taufik Nugraha, S.Kom"
2018,Kabupaten Barito Utara,2,Wakil Bupati,Drs. Ompie Herby
2018,Kabupaten Gunung Mas,1,Bupati,"Rony Karlos, S.Sos"
2018,Kabupaten Gunung Mas,1,Wakil Bupati,"Dr. Drs. Gaya, M.Pd.H"
2018,Kabupaten Gunung Mas,2,Bupati,Ir. Lohing Simon
2018,Kabupaten Gunung Mas,2,Wakil Bupati,"Suprapto Sungan, Sh"
2018,Kabupaten Gunung Mas,3,Bupati,"Jaya Samaya Monong, Se, M.Si"
2018,Kabupaten Gunung Mas,3,Wakil Bupati,"Ir. Efrensia L.P Umbing, M.Si"
2018,Kabupaten Kapuas,1,Bupati,"Ir. Ben Brahim.S. Bahat,Mm.Mt"
2018,Kabupaten Kapuas,1,Wakil Bupati,"Drs.H.M. Nafiah Ibnor,Mm"
2018,Kabupaten Kapuas,2,Bupati,"Ir. H. Muhammad Mawardi, M.M.,M.Si,."
2018,Kabupaten Kapuas,2,Wakil Bupati,"Ir. H. Muhajirin, Mp"
2018,Kabupaten Katingan,1,Bupati,"Sakariyas, Se"
2018,Kabupaten Katingan,1,Wakil Bupati,Sunardi
2018,Kabupaten Katingan,2,Bupati,"H. Fahmi Fauzi, S.Hut"
2018,Kabupaten Katingan,2,Wakil Bupati,"Maspek J. Garang, Se"
2018,Kabupaten Katingan,3,Bupati,"H.Surya, Sh,M.Hum"
2018,Kabupaten Katingan,3,Wakil Bupati,"Winda Natalia,S.Hut,M.Si"
2018,Kabupaten Katingan,4,Bupati,"H. Ade Supriadi, Sp, Mh"
2018,Kabupaten Katingan,4,Wakil Bupati,Ali Sameon Anom
2018,Kabupaten Katingan,5,Bupati,"H. Wiwin Susanto, S.Pd"
2018,Kabupaten Katingan,5,Wakil Bupati,Drs. Elman D. Dangan
2018,Kota Palangkaraya,1,Walikota,Tuty Dau
2018,Kota Palangkaraya,1,Wakil Walikota,"H. Rahmadi Hn,Sh.,Mpa"
2018,Kota Palangkaraya,2,Walikota,"H. Rusliansyah, Se.,M.Ap"
2018,Kota Palangkaraya,2,Wakil Walikota,"Rogas Usup, St"
2018,Kota Palangkaraya,3,Walikota,"Fairid Naparin, Se"
2018,Kota Palangkaraya,3,Wakil Walikota,"Hj. Umi Mastikah, Sh"
2018,Kota Palangkaraya,4,Walikota,"Aries Marcorius Narang, Se., M.Si"
2018,Kota Palangkaraya,4,Wakil Walikota,"Habib Said Akhmad Fawzi Zain Bachsin, S.Hi"
2018,Kabupaten Lamandau,1,Bupati,"Taji Pranito, S.Pd"
2018,Kabupaten Lamandau,1,Wakil Bupati,Gandhi Nuswantara
2018,Kabupaten Lamandau,2,Bupati,Sata Umani
2018,Kabupaten Lamandau,2,Wakil Bupati,"H. Karyadi, Sh"
2018,Kabupaten Lamandau,3,Bupati,"Fx. Perwiragato, S.Ip"
2018,Kabupaten Lamandau,3,Wakil Bupati,Taufik Hidayat
2018,Kabupaten Lamandau,4,Bupati,H. Hendra Lesmana
2018,Kabupaten Lamandau,4,Wakil Bupati,"Riko Porwanto, S.Stp"
2018,Kabupaten Murung Raya,1,Bupati,"H. Aprian Noor, S.Sos"
2018,Kabupaten Murung Raya,1,Wakil Bupati,"Susilo, Se, Mm"
2018,Kabupaten Murung Raya,2,Bupati,"Drs. Perdie, Ma"
2018,Kabupaten Murung Raya,2,Wakil Bupati,"Rejikinoor, S.Sos"
2018,Kabupaten Murung Raya,3,Bupati,"H. Syapuani, Se.,Mm"
2018,Kabupaten Murung Raya,3,Wakil Bupati,"Dihasbi, S.Pd.I.,M.Pd"
2018,Kabupaten Pulang Pisau,1,Bupati,"H. Idham Amur, S.H., M.Si."
2018,Kabupaten Pulang Pisau,1,Wakil Bupati,"H. Ahmad Jayadikarta, S.Ip."
2018,Kabupaten Pulang Pisau,2,Bupati,"H. Edy Pratowo, S.Sos., Mm."
2018,Kabupaten Pulang Pisau,2,Wakil Bupati,Pudjirustaty Narang
2018,Kabupaten Seruyan,1,Bupati,"H. Sudarsono, S.H."
2018,Kabupaten Seruyan,1,Wakil Bupati,"Hairil Yadi, S.H."
2018,Kabupaten Seruyan,2,Bupati,Drs. H. Edy Riswan
2018,Kabupaten Seruyan,2,Wakil Bupati,"Soetoyo. S Darno, M.M."
2018,Kabupaten Seruyan,3,Bupati,Yulhaidir
2018,Kabupaten Seruyan,3,Wakil Bupati,"Hj. Iswanti, S.E., M.M."
2018,Kabupaten Sukamara,1,Bupati,"H. Ahmad Darsoni, Skm, M.Si"
2018,Kabupaten Sukamara,1,Wakil Bupati,Ir. H. Mohamad Yamin
2018,Kabupaten Sukamara,2,Bupati,"H. Mugeni, Sh.,Mh"
2018,Kabupaten Sukamara,2,Wakil Bupati,"Daman Huri, S.Ip"
2018,Kabupaten Sukamara,3,Bupati,H. Windu Subagio
2018,Kabupaten Sukamara,3,Wakil Bupati,"H. Ahmadi, Sh"
2018,Kabupaten Penajam Paser Utara,1,Bupati,"Mustaqim, Mz.Mm"
2018,Kabupaten Penajam Paser Utara,1,Wakil Bupati,"Sofian Nur, St"
2018,Kabupaten Penajam Paser Utara,2,Bupati,"H. Andi Harahap, S.Sos"
2018,Kabupaten Penajam Paser Utara,2,Wakil Bupati,"H. Fadly Imawan, Sp.Mp"
2018,Kabupaten Penajam Paser Utara,3,Bupati,Abdul Gafur
2018,Kabupaten Penajam Paser Utara,3,Wakil Bupati,Ir. H. Hamdam
2018,Kota Tarakan,1,Walikota,"Hj. Umi Suhartini, S.Pd. M.H"
2018,Kota Tarakan,1,Wakil Walikota,"H. Mahrudin Mado, Se"
2018,Kota Tarakan,2,Walikota,"Dr. Khairul, M.Kes"
2018,Kota Tarakan,2,Wakil Walikota,Effendhi Djuprianto
2018,Kota Tarakan,3,Walikota,"Drs. H. Badrun, Msi"
2018,Kota Tarakan,3,Wakil Walikota,Ince A. Rifai
2018,Kota Tarakan,4,Walikota,"Ir. Sofian, M.Si"
2018,Kota Tarakan,4,Wakil Walikota,"Sabar Santuso, St., Mpd"
2018,Kabupaten Bangka,1,Bupati,"Ir. H. Tarmizi H. Saat, Mm"
2018,Kabupaten Bangka,1,Wakil Bupati,"Amri Cahyadi, St"
2018,Kabupaten Bangka,2,Bupati,"Mulkan, Sh. Mh"
2018,Kabupaten Bangka,2,Wakil Bupati,"Syahbudin, S.Ip"
2018,Kabupaten Bangka,3,Bupati,"Dr.Ir. H. Kms. Daniel, Mm"
2018,Kabupaten Bangka,3,Wakil Bupati,"Fadillah Sabri, St, M.Eng"
2018,Kabupaten Belitung,1,Bupati,"Ir. H. Azwardy Azhar, Se., M.Si"
2018,Kabupaten Belitung,1,Wakil Bupati,Drs. H. Erwandi A Rani
2018,Kabupaten Belitung,2,Bupati,"Hellyana, Sh"
2018,Kabupaten Belitung,2,Wakil Bupati,Junaidi Rachman
2018,Kabupaten Belitung,3,Bupati,"H. Andi Saparudin Lanna, Sh"
2018,Kabupaten Belitung,3,Wakil Bupati,"Zulfriandi Afan, Se"
2018,Kabupaten Belitung,4,Bupati,"H. Sahani Saleh, S.Sos"
2018,Kabupaten Belitung,4,Wakil Bupati,"Isyak Meirobie, S.Sn"
2018,Kota Pangkalpinang,1,Walikota,"Rinaldi, S.E., M.H."
2018,Kota Pangkalpinang,1,Wakil Walikota,"Ir. B. Sarjulianto, Dipl., S.E."
2018,Kota Pangkalpinang,2,Walikota,"Prof. H. Saparudin, M.T., Ph.D"
2018,Kota Pangkalpinang,2,Wakil Walikota,Drs. H. Edison
2018,Kota Pangkalpinang,3,Walikota,"H. Maulan Aklil, S.I.P., M.Si."
2018,Kota Pangkalpinang,3,Wakil Walikota,"Muhammad Sopian, B.A."
2018,Kota Pangkalpinang,4,Walikota,"Endang Kusumawaty, S.T."
2018,Kota Pangkalpinang,4,Wakil Walikota,Ismiryadi
2018,Kota Tanjungpinang,1,Walikota,"H. Syahrul, S.Pd.Sd"
2018,Kota Tanjungpinang,1,Wakil Walikota,"Rahma, S.Ip"
2018,Kota Tanjungpinang,2,Walikota,"H. Lis Darmansyah, Sh"
2018,Kota Tanjungpinang,2,Wakil Walikota,Dr.Maya Suryanti
2018,Kabupaten Lampung Utara,1,Bupati,"Drs. Hi. Zainal  Abidin, Mm"
2018,Kabupaten Lampung Utara,1,Wakil Bupati,"M. Yusrizal, St"
2018,Kabupaten Lampung Utara,2,Bupati,Hi. Aprozi Alam
2018,Kabupaten Lampung Utara,2,Wakil Bupati,"Dra. Ice Suryana, S.Pd"
2018,Kabupaten Lampung Utara,3,Bupati,"H. Agung Ilmu Mangkunegara, S.Stp. Mh."
2018,Kabupaten Lampung Utara,3,Wakil Bupati,"H. Budi Utomo, Se. Mm"
