Provinsi,Tahun,Domisili,Tahap,Sekolah,Jurusan,Pilihan,Peminat
Jakarta,2018,Luar,-,SMAN 75,IPS,1,20
Jakarta,2018,Luar,-,SMAN 75,IPS,2,19
Jakarta,2018,Luar,-,SMAN 75,IPS,3,12
Jakarta,2018,Luar,-,SMAN 76,IPA,1,8
Jakarta,2018,Luar,-,SMAN 76,IPA,2,6
Jakarta,2018,Luar,-,SMAN 76,IPA,3,7
Jakarta,2018,Luar,-,SMAN 76,IPS,1,13
Jakarta,2018,Luar,-,SMAN 76,IPS,2,10
Jakarta,2018,Luar,-,SMAN 76,IPS,3,13
Jakarta,2018,Luar,-,SMAN 77,IPA,1,13
Jakarta,2018,Luar,-,SMAN 77,IPA,2,11
Jakarta,2018,Luar,-,SMAN 77,IPA,3,7
Jakarta,2018,Luar,-,SMAN 77,IPS,1,9
Jakarta,2018,Luar,-,SMAN 77,IPS,2,4
Jakarta,2018,Luar,-,SMAN 77,IPS,3,3
Jakarta,2018,Luar,-,SMAN 78,IPA,1,33
Jakarta,2018,Luar,-,SMAN 78,IPA,2,5
Jakarta,2018,Luar,-,SMAN 78,IPA,3,3
Jakarta,2018,Luar,-,SMAN 78,IPS,1,10
Jakarta,2018,Luar,-,SMAN 78,IPS,2,6
Jakarta,2018,Luar,-,SMAN 78,IPS,3,0
Jakarta,2018,Luar,-,SMAN 78,BAHASA,1,3
Jakarta,2018,Luar,-,SMAN 78,BAHASA,2,1
Jakarta,2018,Luar,-,SMAN 78,BAHASA,3,1
Jakarta,2018,Luar,-,SMAN 79,IPA,1,10
Jakarta,2018,Luar,-,SMAN 79,IPA,2,13
Jakarta,2018,Luar,-,SMAN 79,IPA,3,10
Jakarta,2018,Luar,-,SMAN 79,IPS,1,12
Jakarta,2018,Luar,-,SMAN 79,IPS,2,13
Jakarta,2018,Luar,-,SMAN 79,IPS,3,8
Jakarta,2018,Luar,-,SMAN 80,IPA,1,13
Jakarta,2018,Luar,-,SMAN 80,IPA,2,10
Jakarta,2018,Luar,-,SMAN 80,IPA,3,15
Jakarta,2018,Luar,-,SMAN 80,IPS,1,10
Jakarta,2018,Luar,-,SMAN 80,IPS,2,6
Jakarta,2018,Luar,-,SMAN 80,IPS,3,6
Jakarta,2018,Luar,-,SMAN 81,IPA,1,37
Jakarta,2018,Luar,-,SMAN 81,IPA,2,13
Jakarta,2018,Luar,-,SMAN 81,IPA,3,1
Jakarta,2018,Luar,-,SMAN 81,IPS,1,10
Jakarta,2018,Luar,-,SMAN 81,IPS,2,1
Jakarta,2018,Luar,-,SMAN 81,IPS,3,2
Jakarta,2018,Luar,-,SMAN 82,IPA,1,13
Jakarta,2018,Luar,-,SMAN 82,IPA,2,9
Jakarta,2018,Luar,-,SMAN 82,IPA,3,10
Jakarta,2018,Luar,-,SMAN 82,IPS,1,14
Jakarta,2018,Luar,-,SMAN 82,IPS,2,12
Jakarta,2018,Luar,-,SMAN 82,IPS,3,10
Jakarta,2018,Luar,-,SMAN 83,IPA,1,11
Jakarta,2018,Luar,-,SMAN 83,IPA,2,6
Jakarta,2018,Luar,-,SMAN 83,IPA,3,4
Jakarta,2018,Luar,-,SMAN 83,IPS,1,14
Jakarta,2018,Luar,-,SMAN 83,IPS,2,10
Jakarta,2018,Luar,-,SMAN 83,IPS,3,11
Jakarta,2018,Luar,-,SMAN 84,IPA,1,6
Jakarta,2018,Luar,-,SMAN 84,IPA,2,12
Jakarta,2018,Luar,-,SMAN 84,IPA,3,8
Jakarta,2018,Luar,-,SMAN 84,IPS,1,8
Jakarta,2018,Luar,-,SMAN 84,IPS,2,12
Jakarta,2018,Luar,-,SMAN 84,IPS,3,9
Jakarta,2018,Luar,-,SMAN 84,BAHASA,1,2
Jakarta,2018,Luar,-,SMAN 84,BAHASA,2,8
Jakarta,2018,Luar,-,SMAN 84,BAHASA,3,4
Jakarta,2018,Luar,-,SMAN 85,IPA,1,8
Jakarta,2018,Luar,-,SMAN 85,IPA,2,10
Jakarta,2018,Luar,-,SMAN 85,IPA,3,18
Jakarta,2018,Luar,-,SMAN 85,IPS,1,13
Jakarta,2018,Luar,-,SMAN 85,IPS,2,18
Jakarta,2018,Luar,-,SMAN 85,IPS,3,10
Jakarta,2018,Luar,-,SMAN 86,IPA,1,14
Jakarta,2018,Luar,-,SMAN 86,IPA,2,14
Jakarta,2018,Luar,-,SMAN 86,IPA,3,19
Jakarta,2018,Luar,-,SMAN 86,IPS,1,16
Jakarta,2018,Luar,-,SMAN 86,IPS,2,28
Jakarta,2018,Luar,-,SMAN 86,IPS,3,34
Jakarta,2018,Luar,-,SMAN 87,IPA,1,28
Jakarta,2018,Luar,-,SMAN 87,IPA,2,13
Jakarta,2018,Luar,-,SMAN 87,IPA,3,18
Jakarta,2018,Luar,-,SMAN 87,IPS,1,30
Jakarta,2018,Luar,-,SMAN 87,IPS,2,27
Jakarta,2018,Luar,-,SMAN 87,IPS,3,11
Jakarta,2018,Luar,-,SMAN 88,IPA,1,14
Jakarta,2018,Luar,-,SMAN 88,IPA,2,11
Jakarta,2018,Luar,-,SMAN 88,IPA,3,13
Jakarta,2018,Luar,-,SMAN 88,IPS,1,30
Jakarta,2018,Luar,-,SMAN 88,IPS,2,28
Jakarta,2018,Luar,-,SMAN 88,IPS,3,28
Jakarta,2018,Luar,-,SMAN 89,IPA,1,17
Jakarta,2018,Luar,-,SMAN 89,IPA,2,4
Jakarta,2018,Luar,-,SMAN 89,IPA,3,3
Jakarta,2018,Luar,-,SMAN 89,IPS,1,14
Jakarta,2018,Luar,-,SMAN 89,IPS,2,5
Jakarta,2018,Luar,-,SMAN 89,IPS,3,8
Jakarta,2018,Luar,-,SMAN 90,IPA,1,43
Jakarta,2018,Luar,-,SMAN 90,IPA,2,24
Jakarta,2018,Luar,-,SMAN 90,IPA,3,7
Jakarta,2018,Luar,-,SMAN 90,IPS,1,30
Jakarta,2018,Luar,-,SMAN 90,IPS,2,12
Jakarta,2018,Luar,-,SMAN 90,IPS,3,10
Jakarta,2018,Luar,-,SMAN 91,IPA,1,8
Jakarta,2018,Luar,-,SMAN 91,IPA,2,12
Jakarta,2018,Luar,-,SMAN 91,IPA,3,7
Jakarta,2018,Luar,-,SMAN 91,IPS,1,11
Jakarta,2018,Luar,-,SMAN 91,IPS,2,6
Jakarta,2018,Luar,-,SMAN 91,IPS,3,9
Jakarta,2018,Luar,-,SMAN 92,IPA,1,3
Jakarta,2018,Luar,-,SMAN 92,IPA,2,6
Jakarta,2018,Luar,-,SMAN 92,IPA,3,4
Jakarta,2018,Luar,-,SMAN 92,IPS,1,8
Jakarta,2018,Luar,-,SMAN 92,IPS,2,7
Jakarta,2018,Luar,-,SMAN 92,IPS,3,12
Jakarta,2018,Luar,-,SMAN 92,BAHASA,1,14
Jakarta,2018,Luar,-,SMAN 92,BAHASA,2,10
Jakarta,2018,Luar,-,SMAN 92,BAHASA,3,12
Jakarta,2018,Luar,-,SMAN 93,IPA,1,10
Jakarta,2018,Luar,-,SMAN 93,IPA,2,23
Jakarta,2018,Luar,-,SMAN 93,IPA,3,14
Jakarta,2018,Luar,-,SMAN 93,IPS,1,13
Jakarta,2018,Luar,-,SMAN 93,IPS,2,27
Jakarta,2018,Luar,-,SMAN 93,IPS,3,14
Jakarta,2018,Luar,-,SMAN 94,IPA,1,16
Jakarta,2018,Luar,-,SMAN 94,IPA,2,4
Jakarta,2018,Luar,-,SMAN 94,IPA,3,6
Jakarta,2018,Luar,-,SMAN 94,IPS,1,19
Jakarta,2018,Luar,-,SMAN 94,IPS,2,6
Jakarta,2018,Luar,-,SMAN 94,IPS,3,10
Jakarta,2018,Luar,-,SMAN 95,IPA,1,13
Jakarta,2018,Luar,-,SMAN 95,IPA,2,8
Jakarta,2018,Luar,-,SMAN 95,IPA,3,9
Jakarta,2018,Luar,-,SMAN 95,IPS,1,17
Jakarta,2018,Luar,-,SMAN 95,IPS,2,12
Jakarta,2018,Luar,-,SMAN 95,IPS,3,10
Jakarta,2018,Luar,-,SMAN 95,BAHASA,1,9
Jakarta,2018,Luar,-,SMAN 95,BAHASA,2,3
Jakarta,2018,Luar,-,SMAN 95,BAHASA,3,4
Jakarta,2018,Luar,-,SMAN 96,IPA,1,9
Jakarta,2018,Luar,-,SMAN 96,IPA,2,8
Jakarta,2018,Luar,-,SMAN 96,IPA,3,5
Jakarta,2018,Luar,-,SMAN 96,IPS,1,13
Jakarta,2018,Luar,-,SMAN 96,IPS,2,11
Jakarta,2018,Luar,-,SMAN 96,IPS,3,16
Jakarta,2018,Luar,-,SMAN 97,IPA,1,14
Jakarta,2018,Luar,-,SMAN 97,IPA,2,24
Jakarta,2018,Luar,-,SMAN 97,IPA,3,21
Jakarta,2018,Luar,-,SMAN 97,IPS,1,32
Jakarta,2018,Luar,-,SMAN 97,IPS,2,18
Jakarta,2018,Luar,-,SMAN 97,IPS,3,20
Jakarta,2018,Luar,-,SMAN 98,IPA,1,11
Jakarta,2018,Luar,-,SMAN 98,IPA,2,10
Jakarta,2018,Luar,-,SMAN 98,IPA,3,12
Jakarta,2018,Luar,-,SMAN 98,IPS,1,17
Jakarta,2018,Luar,-,SMAN 98,IPS,2,12
Jakarta,2018,Luar,-,SMAN 98,IPS,3,13
Jakarta,2018,Luar,-,SMAN 99,IPA,1,33
Jakarta,2018,Luar,-,SMAN 99,IPA,2,15
Jakarta,2018,Luar,-,SMAN 99,IPA,3,9
Jakarta,2018,Luar,-,SMAN 99,IPS,1,22
Jakarta,2018,Luar,-,SMAN 99,IPS,2,13
Jakarta,2018,Luar,-,SMAN 99,IPS,3,7
Jakarta,2018,Luar,-,SMAN 100,IPA,1,8
Jakarta,2018,Luar,-,SMAN 100,IPA,2,8
Jakarta,2018,Luar,-,SMAN 100,IPA,3,11
Jakarta,2018,Luar,-,SMAN 100,IPS,1,11
Jakarta,2018,Luar,-,SMAN 100,IPS,2,14
Jakarta,2018,Luar,-,SMAN 100,IPS,3,13
Jakarta,2018,Luar,-,SMAN 101,IPA,1,25
Jakarta,2018,Luar,-,SMAN 101,IPA,2,13
Jakarta,2018,Luar,-,SMAN 101,IPA,3,13
Jakarta,2018,Luar,-,SMAN 101,IPS,1,36
Jakarta,2018,Luar,-,SMAN 101,IPS,2,17
Jakarta,2018,Luar,-,SMAN 101,IPS,3,26
Jakarta,2018,Luar,-,SMAN 102,IPA,1,4
Jakarta,2018,Luar,-,SMAN 102,IPA,2,19
Jakarta,2018,Luar,-,SMAN 102,IPA,3,7
Jakarta,2018,Luar,-,SMAN 102,IPS,1,10
Jakarta,2018,Luar,-,SMAN 102,IPS,2,23
Jakarta,2018,Luar,-,SMAN 102,IPS,3,5
Jakarta,2018,Luar,-,SMAN 103,IPA,1,12
Jakarta,2018,Luar,-,SMAN 103,IPA,2,10
Jakarta,2018,Luar,-,SMAN 103,IPA,3,6
Jakarta,2018,Luar,-,SMAN 103,IPS,1,12
Jakarta,2018,Luar,-,SMAN 103,IPS,2,7
Jakarta,2018,Luar,-,SMAN 103,IPS,3,10
Jakarta,2018,Luar,-,SMAN 104,IPA,1,14
Jakarta,2018,Luar,-,SMAN 104,IPA,2,9
Jakarta,2018,Luar,-,SMAN 104,IPA,3,8
Jakarta,2018,Luar,-,SMAN 104,IPS,1,18
Jakarta,2018,Luar,-,SMAN 104,IPS,2,21
Jakarta,2018,Luar,-,SMAN 104,IPS,3,21
Jakarta,2018,Luar,-,SMAN 105,IPA,1,12
Jakarta,2018,Luar,-,SMAN 105,IPA,2,14
Jakarta,2018,Luar,-,SMAN 105,IPA,3,24
Jakarta,2018,Luar,-,SMAN 105,IPS,1,12
Jakarta,2018,Luar,-,SMAN 105,IPS,2,18
Jakarta,2018,Luar,-,SMAN 105,IPS,3,16
Jakarta,2018,Luar,-,SMAN 106,IPA,1,17
Jakarta,2018,Luar,-,SMAN 106,IPA,2,17
Jakarta,2018,Luar,-,SMAN 106,IPA,3,4
Jakarta,2018,Luar,-,SMAN 106,IPS,1,32
Jakarta,2018,Luar,-,SMAN 106,IPS,2,31
Jakarta,2018,Luar,-,SMAN 106,IPS,3,19
Jakarta,2018,Luar,-,SMAN 107,IPA,1,18
Jakarta,2018,Luar,-,SMAN 107,IPA,2,5
Jakarta,2018,Luar,-,SMAN 107,IPA,3,9
Jakarta,2018,Luar,-,SMAN 107,IPS,1,20
Jakarta,2018,Luar,-,SMAN 107,IPS,2,19
Jakarta,2018,Luar,-,SMAN 107,IPS,3,6
Jakarta,2018,Luar,-,SMAN 108,IPA,1,4
Jakarta,2018,Luar,-,SMAN 108,IPA,2,13
Jakarta,2018,Luar,-,SMAN 108,IPA,3,20
Jakarta,2018,Luar,-,SMAN 108,IPS,1,21
Jakarta,2018,Luar,-,SMAN 108,IPS,2,28
Jakarta,2018,Luar,-,SMAN 108,IPS,3,28
Jakarta,2018,Luar,-,SMAN 109,IPA,1,18
Jakarta,2018,Luar,-,SMAN 109,IPA,2,16
Jakarta,2018,Luar,-,SMAN 109,IPA,3,21
Jakarta,2018,Luar,-,SMAN 109,IPS,1,21
Jakarta,2018,Luar,-,SMAN 109,IPS,2,19
Jakarta,2018,Luar,-,SMAN 109,IPS,3,16
Jakarta,2018,Luar,-,SMAN 110,IPA,1,5
Jakarta,2018,Luar,-,SMAN 110,IPA,2,7
Jakarta,2018,Luar,-,SMAN 110,IPA,3,3
Jakarta,2018,Luar,-,SMAN 110,IPS,1,20
Jakarta,2018,Luar,-,SMAN 110,IPS,2,13
Jakarta,2018,Luar,-,SMAN 110,IPS,3,16
Jakarta,2018,Luar,-,SMAN 110,BAHASA,1,8
Jakarta,2018,Luar,-,SMAN 110,BAHASA,2,15
Jakarta,2018,Luar,-,SMAN 110,BAHASA,3,8
Jakarta,2018,Luar,-,SMAN 111,IPA,1,8
Jakarta,2018,Luar,-,SMAN 111,IPA,2,1
Jakarta,2018,Luar,-,SMAN 111,IPA,3,1
Jakarta,2018,Luar,-,SMAN 111,IPS,1,13
Jakarta,2018,Luar,-,SMAN 111,IPS,2,10
Jakarta,2018,Luar,-,SMAN 111,IPS,3,8
Jakarta,2018,Luar,-,SMAN 112,IPA,1,16
Jakarta,2018,Luar,-,SMAN 112,IPA,2,15
Jakarta,2018,Luar,-,SMAN 112,IPA,3,11
Jakarta,2018,Luar,-,SMAN 112,IPS,1,15
Jakarta,2018,Luar,-,SMAN 112,IPS,2,8
Jakarta,2018,Luar,-,SMAN 112,IPS,3,5
Jakarta,2018,Luar,-,SMAN 113,IPA,1,17
Jakarta,2018,Luar,-,SMAN 113,IPA,2,11
Jakarta,2018,Luar,-,SMAN 113,IPA,3,13
Jakarta,2018,Luar,-,SMAN 113,IPS,1,17
Jakarta,2018,Luar,-,SMAN 113,IPS,2,14
Jakarta,2018,Luar,-,SMAN 113,IPS,3,16
Jakarta,2018,Luar,-,SMAN 113,BAHASA,1,9
Jakarta,2018,Luar,-,SMAN 113,BAHASA,2,7
Jakarta,2018,Luar,-,SMAN 113,BAHASA,3,2
Jakarta,2018,Luar,-,SMAN 114,IPA,1,12
Jakarta,2018,Luar,-,SMAN 114,IPA,2,6
Jakarta,2018,Luar,-,SMAN 114,IPA,3,8
Jakarta,2018,Luar,-,SMAN 114,IPS,1,9
Jakarta,2018,Luar,-,SMAN 114,IPS,2,7
Jakarta,2018,Luar,-,SMAN 114,IPS,3,8
Jakarta,2018,Luar,-,SMAN 115,IPA,1,10
Jakarta,2018,Luar,-,SMAN 115,IPA,2,8
Jakarta,2018,Luar,-,SMAN 115,IPA,3,9
Jakarta,2018,Luar,-,SMAN 115,IPS,1,9
Jakarta,2018,Luar,-,SMAN 115,IPS,2,9
Jakarta,2018,Luar,-,SMAN 115,IPS,3,13
