Provinsi,Tahun,Jalur,Tahap,Sekolah,Jurusan,Indikator,Nilai Akhir
Yogyakarta,2018,-,-,SMAN 2 Wonosari,Bahasa,Tertinggi,359.5
Yogyakarta,2018,-,-,SMAN 2 Wonosari,Bahasa,Rata - Rata,265.9
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPA,Terendah,184.5
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPA,Tertinggi,323.0
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPA,Rata - Rata,241.95
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPS,Terendah,137.5
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPS,Tertinggi,264.0
Yogyakarta,2018,-,-,SMAN 1 Tanjungsari,IPS,Rata - Rata,198.18
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPA,Terendah,257.0
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPA,Tertinggi,353.0
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPA,Rata - Rata,284.11
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPS,Terendah,227.0
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPS,Tertinggi,305.5
Yogyakarta,2018,-,-,SMAN 1 Turi Kab. Sleman,IPS,Rata - Rata,251.65
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPA,Terendah,181.0
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPA,Tertinggi,328.0
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPA,Rata - Rata,254.29
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPS,Terendah,161.0
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPS,Tertinggi,340.0
Yogyakarta,2018,-,-,SMAN 1 Tempel Kab. Sleman,IPS,Rata - Rata,232.92
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPA,Terendah,343.5
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPA,Tertinggi,380.0
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPA,Rata - Rata,357.68
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPS,Terendah,257.5
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPS,Tertinggi,373.5
Yogyakarta,2018,-,-,SMAN 1 Sleman Kab. Sleman,IPS,Rata - Rata,335.14
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPA,Terendah,301.5
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPA,Tertinggi,364.5
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPA,Rata - Rata,321.31
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPS,Terendah,249.5
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPS,Tertinggi,345.0
Yogyakarta,2018,-,-,SMAN 1 Seyegan Kab. Sleman,IPS,Rata - Rata,294.98
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPA,Terendah,263.5
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPA,Tertinggi,359.0
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPA,Rata - Rata,322.58
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPS,Terendah,280.0
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPS,Tertinggi,334.0
Yogyakarta,2018,-,-,SMAN 1 Prambanan Kab. Sleman,IPS,Rata - Rata,294.25
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPA,Terendah,276.0
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPA,Tertinggi,375.0
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPA,Rata - Rata,354.51
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPS,Terendah,310.0
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPS,Tertinggi,362.0
Yogyakarta,2018,-,-,SMAN 1 Pakem Kab. Sleman,IPS,Rata - Rata,327.18
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPA,Terendah,273.5
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPA,Tertinggi,349.0
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPA,Rata - Rata,293.38
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPS,Terendah,215.5
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPS,Tertinggi,313.0
Yogyakarta,2018,-,-,SMAN 1 Ngemplak Kab. Sleman,IPS,Rata - Rata,278.34
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPA,Terendah,325.5
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPA,Tertinggi,365.0
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPA,Rata - Rata,335.79
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPS,Terendah,250.5
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPS,Tertinggi,345.5
Yogyakarta,2018,-,-,SMAN 1 Mlati Kab. Sleman,IPS,Rata - Rata,314.38
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPA,Terendah,256.0
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPA,Tertinggi,341.0
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPA,Rata - Rata,295.42
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPS,Terendah,193.0
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPS,Tertinggi,312.0
Yogyakarta,2018,-,-,SMAN 1 Minggir Sleman,IPS,Rata - Rata,226.13
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPA,Terendah,295.5
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPA,Tertinggi,356.5
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPA,Rata - Rata,323.96
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPS,Terendah,297.5
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPS,Tertinggi,353.0
Yogyakarta,2018,-,-,SMAN 2 Ngaglik Kab. Sleman,IPS,Rata - Rata,312.86
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPA,Terendah,239.0
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPA,Tertinggi,349.0
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPA,Rata - Rata,316.92
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPS,Terendah,258.0
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPS,Tertinggi,322.0
Yogyakarta,2018,-,-,SMAN 2 Sleman,IPS,Rata - Rata,296.75
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPA,Terendah,266.5
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPA,Tertinggi,378.5
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPA,Rata - Rata,357.51
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPS,Terendah,270.5
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPS,Tertinggi,370.5
Yogyakarta,2018,-,-,SMAN 1 Kalasan Kab. Sleman,IPS,Rata - Rata,335.13
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPA,Terendah,246.5
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPA,Tertinggi,375.0
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPA,Rata - Rata,353.32
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPS,Terendah,240.0
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPS,Tertinggi,363.5
Yogyakarta,2018,-,-,SMAN 1 Godean Kab. Sleman,IPS,Rata - Rata,330.85
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPA,Terendah,298.0
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPA,Tertinggi,342.0
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPA,Rata - Rata,308.85
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPS,Terendah,275.5
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPS,Tertinggi,309.0
Yogyakarta,2018,-,-,SMAN 1 Gamping Kab Sleman,IPS,Rata - Rata,294.5
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPA,Terendah,239.5
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPA,Tertinggi,349.0
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPA,Rata - Rata,284.17
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPS,Terendah,232.0
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPS,Tertinggi,298.0
Yogyakarta,2018,-,-,SMAN 1 Cangkringan Kab Sleman,IPS,Rata - Rata,249.43
